cast,Kd_obs,I0,R2_PAR_Depth,BeamAttm,R2_Kd_BeamAtt,Kd_mdl,Kd
1,0.301260760772771,252.565048440352,0.996255203201492,0.91370625,0.596349380691021,0.283183314905845,0.301260760772771
2,NaN,NaN,NaN,0.6296625,0.596349380691021,0.205892096870708,0.205892096870708
3,NaN,NaN,NaN,0.669663636363636,0.596349380691021,0.216776816398369,0.216776816398369
4,NaN,NaN,NaN,0.568305882352941,0.596349380691021,0.18919633182586,0.18919633182586
5,NaN,NaN,NaN,0.516406666666667,0.596349380691021,0.175074022866552,0.175074022866552
6,NaN,NaN,NaN,0.527158823529412,0.596349380691021,0.177999795042235,0.177999795042235
7,0.0722330230428074,148.105204433436,0.937637961124576,0.347321428571429,0.596349380691021,0.12906419514057,0.0722330230428074
8,NaN,NaN,NaN,0.392035714285714,0.596349380691021,0.141231410953022,0.141231410953022
9,NaN,NaN,NaN,0.351886666666667,0.596349380691021,0.130306443255522,0.130306443255522
10,NaN,NaN,NaN,0.317075,0.596349380691021,0.120833831664878,0.120833831664878
11,0.112841867338552,299.122732042888,0.990667203329484,0.33862,0.596349380691021,0.126696447168888,0.112841867338552
12,0.161660166541802,62.0382556261666,0.980787388869773,0.5477625,0.596349380691021,0.183606266757995,0.161660166541802
13,NaN,NaN,NaN,0.36452,0.596349380691021,0.133744102845557,0.133744102845557
14,NaN,NaN,NaN,0.389364285714286,0.596349380691021,0.140504487835793,0.140504487835793
15,NaN,NaN,NaN,0.4256625,0.596349380691021,0.150381604282267,0.150381604282267
16,NaN,NaN,NaN,0.645066666666667,0.596349380691021,0.21008372863336,0.21008372863336
17,NaN,NaN,NaN,0.573070588235294,0.596349380691021,0.190492857171784,0.190492857171784
18,0.234952419117214,1516.20943838976,0.997415917884849,0.5881,0.596349380691021,0.194582514281457,0.234952419117214
19,NaN,NaN,NaN,0.6654375,0.596349380691021,0.215626841343019,0.215626841343019
20,NaN,NaN,NaN,0.611946666666667,0.596349380691021,0.201071436895472,0.201071436895472
22,0.218327731721969,191.462909917427,0.986610269354939,0.481726666666667,0.596349380691021,0.165637239126518,0.218327731721969
23,0.206372713512417,207.683315895018,0.996342036132043,0.53603125,0.596349380691021,0.180414073296338,0.206372713512417
24,0.219292686841987,235.389629012511,0.996298941180242,0.847526666666667,0.596349380691021,0.26517517142481,0.219292686841987
25,0.202931234295621,229.671636471117,0.984575881796065,0.807564285714286,0.596349380691021,0.254300997642096,0.202931234295621
26,0.20664900614116,516.736305513027,0.993123670384904,0.663252941176471,0.596349380691021,0.215032400478399,0.20664900614116
27,0.200693981775296,245.494433279116,0.984239699610041,0.688226666666667,0.596349380691021,0.221828007359424,0.200693981775296
28,0.246397014544104,192.832138058362,0.937401732047236,0.622338888888889,0.596349380691021,0.203899267163335,0.246397014544104
29,0.282539865281671,25.0170328479353,0.991106345877254,0.713766666666667,0.596349380691021,0.228777703343291,0.282539865281671
30,NaN,NaN,NaN,0.388369230769231,0.596349380691021,0.140233723178182,0.140233723178182
31,NaN,NaN,NaN,0.328669230769231,0.596349380691021,0.123988740788329,0.123988740788329
32,0.168116064064569,279.47917307684,0.99347074697174,0.52920625,0.596349380691021,0.178556920786945,0.168116064064569
33,0.180076944439966,149.193283872363,0.997541857035836,0.54770625,0.596349380691021,0.183590960555995,0.180076944439966
34,NaN,NaN,NaN,0.585928571428571,0.596349380691021,0.193991646293121,0.193991646293121
35,NaN,NaN,NaN,0.53138,0.596349380691021,0.179148420459809,0.179148420459809
36,NaN,NaN,NaN,0.564694117647059,0.596349380691021,0.188213533600679,0.188213533600679
37,NaN,NaN,NaN,0.622207142857143,0.596349380691021,0.203863417716675,0.203863417716675
38,NaN,NaN,NaN,0.7409625,0.596349380691021,0.236177968562342,0.236177968562342
39,NaN,NaN,NaN,1.28019375,0.596349380691021,0.382908323006365,0.382908323006365
