cast,Kd_obs,I0,R2_PAR_Depth,BeamAttm,R2_Kd_BeamAtt,Kd_mdl,Kd
1,0.264013681316774,4843.04152591042,0.993253334129317,1.4323,0.958590852400855,0.287227305763944,0.264013681316774
2,NaN,NaN,NaN,1.0256,0.958590852400855,0.196410247254735,0.196410247254735
3,NaN,NaN,NaN,0.545985714285714,0.958590852400855,0.0893112586942075,0.0893112586942075
4,0.115296491035465,200.851046855244,0.997033362160806,0.720671428571429,0.958590852400855,0.12831898609772,0.115296491035465
5,0.132395909696571,1090.39604572725,0.99651422678586,0.644828571428571,0.958590852400855,0.111383099216362,0.132395909696571
6,0.106689778563561,2106.67149237856,0.992344648646685,0.536757142857143,0.958590852400855,0.0872504971712545,0.106689778563561
7,0.108582576805795,822.425737798691,0.972570565221177,0.52975,0.958590852400855,0.0856857858291362,0.108582576805795
8,NaN,NaN,NaN,0.551114285714286,0.958590852400855,0.0904564806551055,0.0904564806551055
9,0.0696954684994441,155.442393697503,0.985558884464268,0.543383333333333,0.958590852400855,0.0887301409582458,0.0696954684994441
10,0.061613555494776,295.210689113425,0.951284132126462,0.528983333333333,0.958590852400855,0.0855145873744429,0.061613555494776
11,0.0896582645118945,867.776140360208,0.995472276209814,0.56365,0.958590852400855,0.0932557348910053,0.0896582645118945
12,0.0826599896234261,27.3564367448837,0.997656908634899,0.501233333333333,0.958590852400855,0.0793179476556563,0.0826599896234261
13,0.024690743054825,110.250819798492,0.444284499285,0.492985714285714,0.958590852400855,0.0774762350871555,0.0774762350871555
14,0.0685170212585036,821.719739349847,0.561550697122225,0.495483333333333,0.958590852400855,0.0780339592454572,0.0780339592454572
15,0.10166438110424,1013.93669701243,0.997654309363705,0.514166666666667,0.958590852400855,0.0822059911522199,0.10166438110424
16,0.0824951620948598,1528.03010973482,0.995632184276081,0.54144,0.958590852400855,0.0882961900926538,0.0824951620948598
17,NaN,NaN,NaN,0.513,0.958590852400855,0.0819454717646433,0.0819454717646433
18,NaN,NaN,NaN,0.5474,0.958590852400855,0.0896270719926167,0.0896270719926167
19,0.0737980555795084,340.405668318544,0.98804439437716,0.569183333333333,0.958590852400855,0.0944913411292258,0.0737980555795084
20,0.0883436290594159,642.713168311749,0.919262100975205,0.519885714285714,0.958590852400855,0.0834830678235649,0.0883436290594159
21,NaN,NaN,NaN,0.78585,0.958590852400855,0.14287351310774,0.14287351310774
22,NaN,NaN,NaN,1.29686666666667,0.958590852400855,0.256984726571835,0.256984726571835
23,NaN,NaN,NaN,1.11645,0.958590852400855,0.21669726413588,0.21669726413588
24,NaN,NaN,NaN,1.07765,0.958590852400855,0.208033133646189,0.208033133646189
25,0.380127285485419,525.89355363241,0.99945266042146,1.76658333333333,0.958590852400855,0.361873553715718,0.380127285485419
