cast,Kd_obs,I0,R2_PAR_Depth,BeamAttm,R2_Kd_BeamAtt,Kd_mdl,Kd
1,0.222128818888581,396.985901883484,0.992497594773112,0.8736,0.980720174078937,0.227344253125917,0.222128818888581
2,NaN,NaN,NaN,1.0613,0.980720174078937,0.294583914895564,0.294583914895564
3,NaN,NaN,NaN,0.7079,0.980720174078937,0.167985638553564,0.167985638553564
4,NaN,NaN,NaN,0.746628571428571,0.980720174078937,0.181859352158672,0.181859352158672
5,NaN,NaN,NaN,0.7017375,0.980720174078937,0.165778049764776,0.165778049764776
6,0.177072188886332,24.4886110318896,0.996875173709839,0.698366666666667,0.980720174078937,0.164570518101403,0.177072188886332
7,NaN,NaN,NaN,0.562066666666667,0.980720174078937,0.115743848419981,0.115743848419981
8,NaN,NaN,NaN,0.5502,0.980720174078937,0.111492859325682,0.111492859325682
9,NaN,NaN,NaN,0.578871428571428,0.980720174078937,0.121763808497741,0.121763808497741
10,NaN,NaN,NaN,0.551083333333333,0.980720174078937,0.111809295311634,0.111809295311634
11,NaN,NaN,NaN,0.546342857142857,0.980720174078937,0.110111117284598,0.110111117284598
12,-0.0249568483359002,69.7038430866568,0.216953892031111,0.479271428571429,0.980720174078937,0.086084158459079,0.086084158459079
13,0.10317943326834,223.060234706058,0.775795734527666,0.53875,0.980720174078937,0.107391132488908,0.10317943326834
14,NaN,NaN,NaN,0.559033333333333,0.980720174078937,0.114657219185202,0.114657219185202
15,NaN,NaN,NaN,0.5536,0.980720174078937,0.112710839347082,0.112710839347082
16,0.101779867674729,41.2890147744269,0.96563938812366,0.528825,0.980720174078937,0.103835705514674,0.101779867674729
17,NaN,NaN,NaN,0.6457,0.980720174078937,0.145703768750303,0.145703768750303
18,NaN,NaN,NaN,0.566828571428571,0.980720174078937,0.11744970279169,0.11744970279169
19,NaN,NaN,NaN,0.6070375,0.980720174078937,0.131853723874603,0.131853723874603
20,NaN,NaN,NaN,0.56045,0.980720174078937,0.115164710860786,0.115164710860786
21,NaN,NaN,NaN,0.696275,0.980720174078937,0.16382122156863,0.16382122156863
22,0.152266802002683,35.8614158412126,0.993987979043628,0.661242857142857,0.980720174078937,0.151271677419561,0.152266802002683
23,0.174999195818445,145.074790506943,0.99368225617621,0.7331,0.980720174078937,0.177013019888647,0.174999195818445
24,NaN,NaN,NaN,0.5983,0.980720174078937,0.128723694334313,0.128723694334313
25,NaN,NaN,NaN,0.603233333333333,0.980720174078937,0.130490959463404,0.130490959463404
26,NaN,NaN,NaN,0.512257142857143,0.980720174078937,0.0979006116919061,0.0979006116919061
27,NaN,NaN,NaN,0.574728571428571,0.980720174078937,0.120279715194354,0.120279715194354
28,NaN,NaN,NaN,0.566685714285714,0.980720174078937,0.117398527160538,0.117398527160538
29,NaN,NaN,NaN,0.609514285714286,0.980720174078937,0.132740981379688,0.132740981379688
