Scan;TimeJ;TimeS;PrDM;T090C;T190C;T2-T190C;C0S/m;C1S/m;C2-C1S/m;V0;CStarAt0;CStarTr0;V1;FlECO-AFL;V2;AltM;V3;V4;Sbeox0V;V5;Sbeox1V;V6;Par;Cpar;V7;Spar;Pumps;Latitude;Longitude;DepSM;Sal00;Sal11;Sigma-é00;Sigma-é11;Sbox0Mm/Kg;Sbox1Mm/Kg;OxsolMm/Kg;OxsatMm/Kg;Potemp090C;Potemp190C;SvCM;SvCM1;Dz/dtM;Gpa;Nbin;Flag
2222;208.795441;92.551;15.117;15.6185;15.6494;0.0309;4.045893;4.046609;0.005899;4.2277;0.8476;80.9057;0.1890;0.6479;3.2813;65.63;3.5710;2.9437;2.9437;3.6249;3.6250;0.1044;3.2247e+02;1.3495e+01;0.0000;2.3901e+03;1;40.51272;-70.88026;15.000;32.2494;32.2305;23.7175;23.6962;312.396;304.781;249.49603;249.23586;15.6163;15.6471;1505.67;1505.75;0.482;1.390;48;0.0000e+00
2295;208.795471;95.589;16.125;14.9431;15.0847;0.1415;3.985889;3.999212;0.013900;4.2286;0.8467;80.9234;0.1947;0.6820;3.1725;63.45;3.4960;2.9377;2.9378;3.6083;3.6083;0.1479;2.7169e+02;1.1287e+01;0.0000;2.4083e+03;1;40.51270;-70.88023;16.000;32.2671;32.2702;23.8787;23.8505;311.408;303.249;252.79321;252.56825;14.9408;15.0823;1503.58;1504.03;0.259;1.432;92;0.0000e+00
2366;208.795502;98.537;17.133;13.8063;13.9709;0.1645;3.886460;3.900674;0.016075;4.2700;0.8072;81.7290;0.1985;0.7053;3.3419;66.84;3.4567;2.9267;2.9267;3.5975;3.5976;0.1394;2.4878e+02;1.0331e+01;0.0000;2.4070e+03;1;40.51269;-70.88022;17.000;32.3055;32.2988;24.1443;24.1058;318.188;308.366;258.57141;258.41220;13.8039;13.9685;1499.95;1500.48;0.324;1.471;74;0.0000e+00
2443;208.795547;101.768;18.141;12.4706;12.6501;0.1795;3.768189;3.783193;0.019289;4.2727;0.8045;81.7807;0.1922;0.6672;3.0876;61.75;3.3904;2.9191;2.9192;3.6060;3.6061;0.1031;2.1269e+02;8.7676e+00;0.0000;2.4258e+03;1;40.51268;-70.88020;18.000;32.3306;32.3188;24.4280;24.3836;327.533;320.166;265.66656;265.59146;12.4682;12.6477;1495.54;1496.13;0.409;1.508;57;0.0000e+00
2517;208.795578;104.835;19.148;11.7542;11.9281;0.1739;3.705564;3.719466;0.014702;4.2922;0.7860;82.1603;0.2025;0.7291;3.1069;62.14;3.3456;2.8997;2.8997;3.5803;3.5804;0.1236;1.9206e+02;8.0130e+00;0.0000;2.3974e+03;1;40.51268;-70.88018;19.000;32.3474;32.3310;24.5755;24.5306;328.710;320.228;269.61786;269.59186;11.7518;11.9257;1493.12;1493.70;0.273;1.542;89;0.0000e+00
2585;208.795609;107.654;20.156;11.0997;11.1425;0.0428;3.645675;3.649327;0.005202;4.2919;0.7863;82.1541;0.2027;0.7300;3.0027;60.05;3.2731;2.8998;2.8999;3.5930;3.5931;0.1058;1.6264e+02;6.7766e+00;0.0000;2.3998e+03;1;40.51267;-70.88017;20.000;32.3333;32.3316;24.6821;24.6732;335.848;329.266;273.40250;273.42407;11.0973;11.1401;1490.84;1490.99;0.374;1.575;64;0.0000e+00
2660;208.795639;110.791;21.164;10.8131;10.8337;0.0206;3.619096;3.621194;0.002625;4.2929;0.7854;82.1727;0.2059;0.7497;3.0592;61.18;3.2177;2.8972;2.8973;3.5992;3.5993;0.1370;1.4295e+02;6.0816e+00;0.0000;2.3512e+03;1;40.51266;-70.88016;21.000;32.3226;32.3252;24.7244;24.7228;335.714;329.740;275.08966;275.13257;10.8106;10.8312;1489.83;1489.91;0.302;1.608;80;0.0000e+00
2736;208.795685;113.955;22.172;10.7046;10.7153;0.0108;3.612541;3.613369;0.001532;4.3095;0.7697;82.4961;0.2105;0.7771;2.8644;57.29;3.1604;2.8670;2.8671;3.5585;3.5586;0.1540;1.2547e+02;5.1701e+00;0.0000;2.4252e+03;1;40.51266;-70.88014;22.000;32.3530;32.3517;24.7668;24.7640;331.486;326.171;275.66824;275.71988;10.7020;10.7128;1489.50;1489.54;0.427;1.640;57;0.0000e+00
2788;208.795715;116.136;23.180;10.5027;10.5177;0.0150;3.596433;3.597861;0.001952;4.3240;0.7561;82.7773;0.2157;0.8082;2.8220;56.44;3.1041;2.8657;2.8657;3.5658;3.5659;0.1527;1.1013e+02;4.6606e+00;0.0000;2.3622e+03;1;40.51265;-70.88012;23.000;32.3708;32.3718;24.8154;24.8136;335.228;330.068;276.82739;276.89496;10.5001;10.5150;1488.82;1488.87;0.375;1.672;66;0.0000e+00
2855;208.795746;118.922;24.188;10.2771;10.2866;0.0095;3.577533;3.578421;0.001523;4.3096;0.7696;82.4981;0.2050;0.7442;2.7718;55.44;3.0493;2.8519;2.8520;3.5433;3.5434;0.1524;9.6930e+01;4.0818e+00;0.0000;2.3765e+03;1;40.51264;-70.88012;24.000;32.3817;32.3821;24.8622;24.8609;330.833;324.925;278.15131;278.23688;10.2744;10.2839;1488.04;1488.08;0.464;1.703;53;0.0000e+00
2899;208.795761;120.749;25.196;10.0855;10.1030;0.0174;3.561250;3.562894;0.002438;4.3220;0.7579;82.7388;0.2146;0.8017;2.8924;57.85;2.9901;2.8151;2.8152;3.5014;3.5014;0.1284;8.4713e+01;3.5015e+00;0.0000;2.4201e+03;1;40.51264;-70.88010;25.000;32.3882;32.3892;24.8993;24.8972;325.878;321.810;279.29260;279.39371;10.0827;10.1001;1487.38;1487.44;0.456;1.734;52;0.0000e+00
2974;208.795792;123.879;26.204;9.7923;9.9000;0.1077;3.535064;3.545133;0.010330;4.3402;0.7409;83.0926;0.2268;0.8747;2.6085;52.17;2.9355;2.7574;2.7574;3.4182;3.4183;0.1584;7.4532e+01;3.1376e+00;0.0000;2.3766e+03;1;40.51262;-70.88008;26.000;32.3853;32.3909;24.9456;24.9322;320.754;314.279;281.07632;281.20132;9.7894;9.8971;1486.33;1486.72;0.360;1.764;64;0.0000e+00
3015;208.795822;125.603;27.212;9.6430;9.6546;0.0116;3.522830;3.523923;0.001629;4.3261;0.7541;82.8178;0.2391;0.9485;3.0191;60.38;2.8629;2.7365;2.7365;3.4043;3.4043;0.1522;6.3234e+01;2.6331e+00;0.0000;2.4013e+03;1;40.51262;-70.88008;27.000;32.3945;32.3952;24.9769;24.9756;320.249;316.782;281.97430;282.11197;9.6401;9.6516;1485.81;1485.85;0.467;1.795;51;0.0000e+00
3089;208.795853;128.673;28.219;9.5447;9.5708;0.0261;3.514393;3.517006;0.002836;4.3032;0.7756;82.3741;0.2671;1.1169;2.4931;49.86;2.7932;2.7053;2.7053;3.3660;3.3660;0.1519;5.3707e+01;2.2999e+00;0.0000;2.3386e+03;1;40.51261;-70.88006;28.000;32.3965;32.3997;24.9944;24.9927;317.628;313.499;282.57532;282.72128;9.5417;9.5677;1485.47;1485.57;0.316;1.825;74;0.0000e+00
3142;208.795883;130.856;29.227;9.3681;9.3739;0.0058;3.500678;3.501064;0.000830;4.2818;0.7959;81.9579;0.2886;1.2456;2.5472;50.94;2.7127;2.7042;2.7042;3.3750;3.3750;0.1517;4.4670e+01;2.0278e+00;0.0000;2.2028e+03;1;40.51260;-70.88004;29.000;32.4150;32.4137;25.0371;25.0352;321.008;318.211;283.63120;283.79254;9.3650;9.3708;1484.86;1484.88;0.463;1.854;51;0.0000e+00
3210;208.795914;133.708;30.235;9.2738;9.3018;0.0280;3.494579;3.496955;0.002461;4.2739;0.8034;81.8032;0.3184;1.4245;2.4476;48.95;2.6573;2.6914;2.6914;3.3552;3.3552;0.1360;3.9276e+01;1.7353e+00;0.0000;2.2641e+03;1;40.51260;-70.88004;30.000;32.4374;32.4364;25.0696;25.0644;316.201;311.824;284.17264;284.34250;9.2706;9.2986;1484.56;1484.66;0.303;1.883;84;0.0000e+00
3279;208.795944;136.573;31.243;9.1096;9.1216;0.0120;3.480625;3.481607;0.001918;4.2214;0.8538;80.7842;0.3782;1.7831;2.9049;58.10;2.6092;2.6410;2.6410;3.2821;3.2821;0.1519;3.5164e+01;1.4843e+00;0.0000;2.3698e+03;1;40.51258;-70.88002;31.000;32.4420;32.4413;25.0990;25.0966;308.016;305.690;285.19086;285.37512;9.1063;9.1183;1483.98;1484.02;0.482;1.912;48;0.0000e+00
3343;208.795975;139.249;32.251;8.9556;8.9884;0.0328;3.468043;3.470784;0.002682;4.1417;0.9310;79.2346;0.5188;2.6266;2.3261;46.52;2.5467;2.6194;2.6194;3.2722;3.2722;0.1515;3.0407e+01;1.2817e+00;0.0000;2.3721e+03;1;40.51258;-70.87999;32.000;32.4515;32.4501;25.1305;25.1242;311.312;309.187;286.13968;286.33765;8.9523;8.9851;1483.43;1483.55;0.313;1.941;76;0.0000e+00
3419;208.796005;142.409;33.259;8.9081;8.9345;0.0264;3.465646;3.467827;0.002451;4.2046;0.8698;80.4577;0.4950;2.4840;2.4504;49.01;2.4629;2.6043;2.6042;3.2475;3.2475;0.1481;2.5073e+01;1.0493e+00;0.0000;2.3912e+03;1;40.51257;-70.87998;33.000;32.4696;32.4682;25.1519;25.1468;307.042;304.138;286.40308;286.60565;8.9047;8.9310;1483.30;1483.39;0.305;1.969;81;0.0000e+00
3478;208.796036;144.876;34.267;8.8030;8.8017;-0.0014;3.457699;3.458222;0.000572;4.1964;0.8779;80.2977;0.5037;2.5359;2.2972;45.94;2.3842;2.5935;2.5935;3.2368;3.2368;0.1261;2.0930e+01;8.7437e-01;0.0000;2.3931e+03;1;40.51256;-70.87996;34.000;32.4825;32.4892;25.1782;25.1837;308.866;305.902;287.04233;287.25455;8.7995;8.7982;1482.94;1482.94;0.544;1.998;42;0.0000e+00
3548;208.796066;147.782;35.275;8.8131;8.8409;0.0278;3.461508;3.462073;0.000483;4.2363;0.8396;81.0730;0.3667;1.7141;2.1585;43.17;2.3179;2.5811;2.5811;3.2090;3.2090;0.1647;1.7829e+01;7.3898e-01;0.0000;2.4127e+03;1;40.51256;-70.87996;35.000;32.5126;32.4930;25.2003;25.1807;300.347;294.393;286.91605;287.12790;8.8095;8.8372;1483.03;1483.11;0.018;2.026;48;0.0000e+00
3609;208.796097;150.326;36.283;8.5561;8.5696;0.0135;3.439028;3.440182;0.001461;4.2582;0.8184;81.4996;0.4010;1.9200;2.1551;43.10;2.2398;2.4704;2.4703;3.0504;3.0503;0.1514;1.5047e+01;6.2764e-01;0.0000;2.3967e+03;1;40.51254;-70.87994;36.000;32.5131;32.5127;25.2396;25.2373;282.603;278.094;288.55789;288.79321;8.5524;8.5659;1482.09;1482.14;0.286;2.113;93;0.0000e+00
3690;208.796143;153.718;37.291;8.3657;8.3730;0.0074;3.422599;3.423012;0.001185;4.2779;0.8002;81.8807;0.3696;1.7318;2.1148;42.30;2.1541;2.3716;2.3715;2.9292;2.9291;0.1513;1.2287e+01;5.0835e-01;0.0000;2.4151e+03;1;40.51254;-70.87992;37.000;32.5154;32.5130;25.2700;25.2670;275.104;274.251;289.77725;290.03018;8.3620;8.3693;1481.39;1481.42;0.600;2.150;39;0.0000e+00
3731;208.796158;155.416;38.299;8.2707;8.2931;0.0224;3.415035;3.416893;0.001902;4.0344;1.0947;77.1505;0.2418;0.9650;2.0741;41.48;2.0674;2.3706;2.3705;2.9378;2.9377;0.1328;1.0069e+01;4.4949e-01;0.0000;2.2366e+03;1;40.51252;-70.87991;38.000;32.5229;32.5218;25.2899;25.2857;278.472;275.784;290.37656;290.63855;8.2670;8.2894;1481.06;1481.14;0.423;2.177;62;0.0000e+00
3805;208.796204;158.516;39.307;8.2006;8.2149;0.0142;3.409678;3.411004;0.001841;3.6551;1.5819;69.7800;0.2332;0.9133;1.9847;39.69;2.0387;2.3525;2.3524;2.9171;2.9170;0.1540;9.3833e+00;3.8661e-01;0.0000;2.4235e+03;1;40.51252;-70.87990;39.000;32.5307;32.5315;25.3063;25.3049;272.825;271.178;290.81552;291.08426;8.1968;8.2110;1480.82;1480.87;0.414;2.204;57;0.0000e+00
3863;208.796219;160.919;40.315;8.1246;8.1333;0.0087;3.404081;3.404871;0.000866;4.4119;0.6897;84.4847;0.1970;0.6960;1.9473;38.95;1.9679;2.3148;2.3147;2.8716;2.8715;0.1511;7.9714e+00;3.2592e-01;0.0000;2.4466e+03;1;40.51250;-70.87988;40.000;32.5414;32.5417;25.3259;25.3249;266.630;264.393;291.28870;291.56488;8.1206;8.1293;1480.56;1480.59;0.300;2.231;86;0.0000e+00
3933;208.796265;163.818;41.323;8.1185;8.1192;0.0006;3.405273;3.405445;0.000215;3.4629;2.3968;66.0455;0.1797;0.5922;1.9126;38.25;1.8850;2.2606;2.2605;2.7952;2.7951;0.1588;6.5660e+00;2.7354e-01;0.0000;2.3995e+03;1;40.51250;-70.87986;41.000;32.5592;32.5604;25.3407;25.3416;258.477;257.447;291.29022;291.56732;8.1145;8.1152;1480.58;1480.58;0.573;2.257;41;0.0000e+00
3984;208.796280;165.966;42.331;8.0917;8.0950;0.0033;3.404101;3.404258;0.000176;3.9830;1.2610;76.1518;0.1809;0.5996;1.8481;36.96;1.8517;2.2355;2.2354;2.7745;2.7743;0.2123;6.0680e+00;2.6635e-01;0.0000;2.2798e+03;1;40.51248;-70.87985;42.000;32.5713;32.5699;25.3541;25.3525;257.519;257.178;291.44025;291.72015;8.0875;8.0909;1480.51;1480.52;0.369;2.284;69;0.0000e+00
4053;208.796310;168.844;43.339;8.0581;8.0650;0.0070;3.402014;3.402621;0.000749;4.3864;0.6938;83.9898;0.1814;0.6026;1.7878;35.76;1.8206;2.2215;2.2214;2.7620;2.7619;0.2269;5.6420e+00;2.4117e-01;0.0000;2.3400e+03;1;40.51248;-70.87982;43.000;32.5798;32.5798;25.3657;25.3647;257.366;256.564;291.64163;291.92493;8.0539;8.0608;1480.41;1480.43;0.398;2.310;60;0.0000e+00
4108;208.796341;171.137;44.347;8.0086;8.0105;0.0019;3.398726;3.398955;0.000271;4.3048;0.7749;82.4040;0.1687;0.5263;1.7496;34.99;1.7856;2.2147;2.2146;2.7529;2.7528;0.2486;5.2013e+00;2.1707e-01;0.0000;2.3983e+03;1;40.51246;-70.87982;44.000;32.5904;32.5911;25.3813;25.3815;256.779;256.195;291.94302;292.23129;8.0043;8.0062;1480.25;1480.26;0.416;2.336;58;0.0000e+00
4182;208.796371;174.189;45.355;7.9935;8.0038;0.0103;3.397850;3.398681;0.000875;4.2409;0.8358;81.1620;0.1675;0.5193;1.6697;33.39;1.7252;2.2077;2.2076;2.7428;2.7427;0.2496;4.5131e+00;1.8399e-01;0.0000;2.4521e+03;1;40.51246;-70.87980;45.000;32.5947;32.5940;25.3868;25.3848;255.256;253.899;292.03311;292.32291;7.9891;7.9994;1480.21;1480.25;0.325;2.362;75;0.0000e+00
4235;208.796402;176.409;46.363;7.9705;7.9695;-0.0009;3.396956;3.396980;0.000047;2.7978;3.3155;53.1204;0.1572;0.4573;1.6576;33.15;1.6646;2.1929;2.1928;2.7191;2.7190;0.2524;3.9150e+00;1.6183e-01;0.0000;2.4185e+03;1;40.51244;-70.87978;46.000;32.6062;32.6073;25.3992;25.4002;253.098;251.967;292.15991;292.45218;7.9660;7.9651;1480.16;1480.15;0.570;2.388;41;0.0000e+00
4299;208.796432;179.080;47.371;7.9244;7.9370;0.0127;3.393508;3.394651;0.001191;3.7914;1.8305;72.4285;0.1735;0.5549;1.5716;31.43;1.6229;2.1923;2.1921;2.7202;2.7201;0.2518;3.5480e+00;1.4723e-01;0.0000;2.4102e+03;1;40.51244;-70.87978;47.000;32.6120;32.6124;25.4104;25.4088;254.748;253.577;292.45056;292.74738;7.9198;7.9325;1480.00;1480.05;0.283;2.414;93;0.0000e+00
4372;208.796478;182.122;48.379;7.9183;7.9161;-0.0022;3.393590;3.393527;-0.000067;4.3082;0.7573;82.4702;0.1691;0.5284;1.5442;30.88;1.5780;2.1886;2.1885;2.7203;2.7202;0.2852;3.1924e+00;1.3082e-01;0.0000;2.4402e+03;1;40.51243;-70.87976;48.000;32.6181;32.6194;25.4160;25.4174;253.393;253.438;292.47757;292.77512;7.9136;7.9115;1480.01;1480.00;0.540;2.440;43;0.0000e+00
4431;208.796494;184.578;49.387;7.9100;7.9145;0.0046;3.393693;3.394008;0.000344;4.3142;0.7661;82.5874;0.1614;0.4826;1.4745;29.49;1.5183;2.1916;2.1915;2.7330;2.7329;0.2858;2.7692e+00;1.1391e-01;0.0000;2.4311e+03;1;40.51242;-70.87975;49.000;32.6264;32.6256;25.4238;25.4225;256.680;257.491;292.51434;292.81287;7.9052;7.9098;1480.00;1480.02;0.320;2.466;80;0.0000e+00
4492;208.796524;187.144;50.395;7.8589;7.8588;-0.0001;3.389566;3.389657;0.000278;4.0472;1.0318;77.3997;0.1738;0.5569;1.4413;28.83;1.4691;2.2134;2.2133;2.7644;2.7643;0.2967;2.4648e+00;1.0165e-01;0.0000;2.4248e+03;1;40.51241;-70.87973;50.000;32.6297;32.6307;25.4337;25.4345;260.833;260.103;292.84421;293.14777;7.8541;7.8540;1479.83;1479.83;0.575;2.491;40;0.0000e+00
4556;208.796555;189.777;51.403;7.8408;7.8493;0.0085;3.388356;3.389130;0.000776;3.6300;1.6379;69.2922;0.1751;0.5644;1.3655;27.31;1.4109;2.2247;2.2246;2.7756;2.7755;0.2830;2.1425e+00;8.8899e-02;0.0000;2.4100e+03;1;40.51240;-70.87972;51.000;32.6331;32.6335;25.4390;25.4381;261.179;261.168;292.95587;293.26129;7.8359;7.8444;1479.78;1479.81;0.290;2.517;82;0.0000e+00
4625;208.796600;192.657;52.411;7.8001;7.8166;0.0165;3.385446;3.386813;0.001411;3.8648;1.2419;73.8541;0.1523;0.4276;1.3125;26.25;1.3571;2.2282;2.2281;2.7816;2.7815;0.2905;1.8846e+00;7.7981e-02;0.0000;2.4167e+03;1;40.51240;-70.87971;52.000;32.6396;32.6388;25.4499;25.4469;261.625;261.945;293.21082;293.52036;7.7951;7.8116;1479.65;1479.71;0.338;2.543;73;0.0000e+00
4689;208.796631;195.339;53.419;7.7348;7.7358;0.0010;3.380222;3.380372;0.000349;4.4308;0.6558;84.8522;0.1419;0.3657;1.2703;25.41;1.3132;2.2308;2.2307;2.7860;2.7859;0.2630;1.6944e+00;7.0654e-02;0.0000;2.3983e+03;1;40.51238;-70.87969;53.000;32.6444;32.6451;25.4630;25.4633;261.266;261.594;293.63324;293.94928;7.7297;7.7307;1479.42;1479.43;0.563;2.568;42;0.0000e+00
4745;208.796646;197.655;54.427;7.7301;7.7335;0.0034;3.381212;3.381234;0.000038;2.8834;4.6329;54.7841;0.1305;0.2971;1.2121;24.24;1.2613;2.2234;2.2233;2.7741;2.7740;0.2947;1.4944e+00;6.2061e-02;0.0000;2.4079e+03;1;40.51237;-70.87967;54.000;32.6589;32.6560;25.4750;25.4722;259.950;259.710;293.63275;293.94955;7.7250;7.7284;1479.44;1479.45;0.321;2.593;84;0.0000e+00
4820;208.796692;200.809;55.435;7.7244;7.7241;-0.0003;3.381978;3.381953;-0.000060;0.0505;22.6179;-0.2620;0.1217;0.2444;1.1540;23.08;1.2162;2.2086;2.2085;2.7421;2.7420;0.2923;1.3373e+00;5.5822e-02;0.0000;2.3958e+03;1;40.51236;-70.87966;55.000;32.6720;32.6720;25.4861;25.4862;256.039;254.749;293.64255;293.96021;7.7192;7.7189;1479.45;1479.45;0.521;2.619;46;0.0000e+00
4875;208.796707;203.078;56.443;7.7207;7.7196;-0.0012;3.383672;3.383498;-0.000186;2.5040;5.7753;47.4124;0.1199;0.2331;1.2977;25.95;1.1665;2.1942;2.1941;2.7320;2.7319;0.2985;1.1842e+00;4.9138e-02;0.0000;2.4103e+03;1;40.51235;-70.87964;56.000;32.6931;32.6924;25.5033;25.5028;255.284;256.148;293.62167;293.94012;7.7154;7.7142;1479.48;1479.47;0.317;2.644;86;0.0000e+00
4946;208.796753;206.044;57.451;7.7140;7.7130;-0.0010;3.384166;3.384161;0.000044;4.4254;0.6024;84.7485;0.1195;0.2310;1.0519;21.04;1.1305;2.1930;2.1929;2.7445;2.7444;0.3060;1.0822e+00;4.4721e-02;0.0000;2.4199e+03;1;40.51234;-70.87964;57.000;32.7043;32.7052;25.5130;25.5139;257.525;259.138;293.64240;293.96173;7.7086;7.7075;1479.48;1479.48;0.590;2.669;39;0.0000e+00
4997;208.796768;208.159;58.459;7.6888;7.6948;0.0061;3.383884;3.383733;-0.000177;4.3740;0.7101;83.7489;0.1172;0.2175;0.9979;19.96;1.0910;2.1961;2.1960;2.7449;2.7448;0.3278;9.8083e-01;4.0497e-02;0.0000;2.4221e+03;1;40.51233;-70.87963;58.000;32.7245;32.7172;25.5325;25.5259;257.104;257.618;293.76645;294.08871;7.6832;7.6893;1479.43;1479.44;0.350;2.693;79;0.0000e+00
5073;208.796814;211.352;59.467;7.6856;7.6854;-0.0002;3.384770;3.384678;-0.000119;4.3852;0.7017;83.9666;0.1151;0.2048;0.9337;18.67;1.0523;2.1924;2.1923;2.7354;2.7353;0.3456;8.8918e-01;3.6610e-02;0.0000;2.4287e+03;1;40.51232;-70.87960;59.000;32.7365;32.7357;25.5424;25.5418;255.877;256.258;293.76151;294.08432;7.6800;7.6798;1479.45;1479.44;0.491;2.718;49;0.0000e+00
