Scan;TimeJ;TimeS;PrDM;T090C;T190C;T2-T190C;C0S/m;C1S/m;C2-C1S/m;V0;CStarAt0;CStarTr0;V1;FlECO-AFL;V2;AltM;V3;V4;Sbeox0V;V5;Sbeox1V;V6;Par;Cpar;V7;Spar;Pumps;Latitude;Longitude;DepSM;Sal00;Sal11;Sigma-é00;Sigma-é11;Sbox0Mm/Kg;Sbox1Mm/Kg;OxsolMm/Kg;OxsatMm/Kg;Potemp090C;Potemp190C;SvCM;SvCM1;Dz/dtM;Gpa;Nbin;Flag
1602;209.625488;66.725;18.139;23.6145;23.6374;0.0229;5.193038;5.196634;0.004152;4.5645;0.5756;86.5974;0.0932;0.0732;0.7745;15.49;3.1286;2.6566;2.6566;3.2217;3.2218;0.1515;1.1636e+02;5.0333e+00;0.0000;2.3117e+03;1;39.76848;-70.78032;18.000;35.2238;35.2330;23.9256;23.9258;230.195;224.944;211.35892;210.85489;23.6107;23.6337;1531.55;1531.62;0.389;0.903;64;0.0000e+00
1662;209.625519;69.204;19.147;23.5413;23.5415;0.0002;5.185562;5.185689;0.000287;4.5543;0.5847;86.4009;0.0958;0.0885;2.8125;56.25;3.1266;2.6647;2.6647;3.2331;3.2331;0.1230;1.1583e+02;4.9984e+00;0.0000;2.3174e+03;1;39.76847;-70.78032;19.000;35.2247;35.2255;23.9478;23.9484;230.977;225.478;211.62146;211.11842;23.5373;23.5375;1531.38;1531.39;0.504;0.943;48;0.0000e+00
1705;209.625534;70.986;20.155;23.4729;23.4874;0.0146;5.179401;5.180574;0.002186;4.5560;0.5832;86.4331;0.0954;0.0865;2.7809;55.62;3.1144;2.6687;2.6687;3.2408;3.2408;0.1513;1.1261e+02;4.8743e+00;0.0000;2.3103e+03;1;39.76846;-70.78032;20.000;35.2318;35.2291;23.9732;23.9670;231.545;226.648;211.85953;211.35753;23.4687;23.4833;1531.24;1531.27;0.558;0.983;43;0.0000e+00
1749;209.625549;72.842;21.163;23.1659;23.1817;0.0158;5.143999;5.145475;0.002386;4.5516;0.5871;86.3491;0.0964;0.0923;-0.0249;-0.50;3.1113;2.6744;2.6744;3.2571;3.2571;0.1516;1.1182e+02;4.8404e+00;0.0000;2.3101e+03;1;39.76845;-70.78032;21.000;35.2050;35.2037;24.0424;24.0368;234.359;230.013;213.01311;212.51556;23.1615;23.1773;1530.45;1530.49;0.551;1.022;44;0.0000e+00
1792;209.625580;74.628;22.171;22.8159;22.8500;0.0341;5.100941;5.104478;0.005702;4.5418;0.5958;86.1604;0.0991;0.1088;0.8853;17.71;3.0999;2.6851;2.6851;3.2758;3.2759;0.1515;1.0892e+02;4.7200e+00;0.0000;2.3077e+03;1;39.76844;-70.78032;22.000;35.1526;35.1526;24.1035;24.0937;236.380;231.537;214.37549;213.88359;22.8114;22.8455;1529.52;1529.60;0.525;1.061;46;0.0000e+00
1855;209.625610;77.230;23.178;22.2456;22.4198;0.1742;5.027925;5.049087;0.023837;4.5316;0.6050;85.9643;0.1030;0.1322;0.6145;12.29;3.0934;2.6973;2.6974;3.2735;3.2735;0.1516;1.0730e+02;4.6455e+00;0.0000;2.3098e+03;1;39.76843;-70.78034;23.000;35.0421;35.0672;24.1815;24.1516;241.673;234.811;216.66780;216.18637;22.2410;22.4152;1527.94;1528.42;0.338;1.099;73;0.0000e+00
1909;209.625626;79.501;24.186;21.0857;21.1427;0.0571;4.887275;4.892014;0.009387;4.4914;0.6410;85.1931;0.1078;0.1609;0.0061;0.12;3.0964;2.7421;2.7422;3.3414;3.3415;0.1393;1.0804e+02;4.6739e+00;0.0000;2.3115e+03;1;39.76842;-70.78034;24.000;34.8697;34.8611;24.3724;24.3503;253.048;246.367;221.37981;220.92450;21.0811;21.1381;1524.69;1524.84;0.654;1.136;36;0.0000e+00
1945;209.625641;81.000;25.194;20.0014;20.0760;0.0746;4.761378;4.767660;0.010189;4.4555;0.6735;84.5032;0.1147;0.2023;0.9242;18.48;3.0711;2.7553;2.7554;3.3557;3.3558;0.1314;1.0194e+02;4.4162e+00;0.0000;2.3083e+03;1;39.76841;-70.78034;25.000;34.7400;34.7297;24.5638;24.5361;258.400;251.614;225.91817;225.49359;19.9968;20.0714;1521.60;1521.80;0.567;1.171;43;0.0000e+00
1999;209.625671;83.249;26.202;19.2292;19.1813;-0.0480;4.685532;4.679057;-0.003337;4.4492;0.6793;84.3806;0.1244;0.2603;0.7591;15.18;3.0573;2.7606;2.7606;3.3696;3.3697;0.1525;9.8719e+01;4.2672e+00;0.0000;2.3134e+03;1;39.76839;-70.78034;26.000;34.7559;34.7420;24.7769;24.7784;262.165;256.825;229.08440;228.68559;19.2245;19.1766;1519.48;1519.33;0.425;1.204;57;0.0000e+00
2054;209.625702;85.554;27.210;18.5915;18.6556;0.0641;4.618119;4.626020;0.010610;4.4464;0.6819;84.3268;0.1290;0.2881;1.4622;29.24;3.0389;2.7733;2.7733;3.3955;3.3955;0.1516;9.4680e+01;4.1024e+00;0.0000;2.3078e+03;1;39.76838;-70.78034;27.000;34.7263;34.7389;24.9162;24.9098;267.220;261.011;231.83302;231.45746;18.5868;18.6509;1517.64;1517.84;0.420;1.235;59;0.0000e+00
2104;209.625732;87.629;28.218;18.0865;18.0994;0.0129;4.558490;4.559035;0.001714;4.4299;0.6969;84.0102;0.1339;0.3173;-0.0121;-0.24;3.0095;2.7629;2.7629;3.3875;3.3875;0.1515;8.8424e+01;3.8294e+00;0.0000;2.3091e+03;1;39.76838;-70.78034;28.000;34.6482;34.6419;24.9825;24.9745;266.703;262.200;234.13531;233.77901;18.0816;18.0946;1516.11;1516.14;0.617;1.265;37;0.0000e+00
2155;209.625748;89.730;29.225;18.0370;18.0760;0.0390;4.570149;4.573787;0.003215;4.4391;0.6885;84.1882;0.1352;0.3249;0.2966;5.93;2.9918;2.7503;2.7504;3.3750;3.3750;0.1515;8.4904e+01;3.6794e+00;0.0000;2.3075e+03;1;39.76837;-70.78034;29.000;34.7892;34.7870;25.1027;25.0914;266.345;261.142;234.12878;233.77544;18.0320;18.0710;1516.14;1516.25;0.383;1.295;67;0.0000e+00
2209;209.625778;91.983;30.233;17.8487;17.8617;0.0131;4.554770;4.555778;0.001681;4.4453;0.6828;84.3069;0.1385;0.3453;3.2821;65.64;2.9653;2.7463;2.7463;3.3737;3.3738;0.1160;7.9879e+01;3.4601e+00;0.0000;2.3086e+03;1;39.76836;-70.78034;30.000;34.8181;34.8156;25.1711;25.1660;267.428;262.874;234.90785;234.56250;17.8435;17.8566;1515.64;1515.68;0.594;1.323;39;0.0000e+00
2258;209.625793;94.042;31.241;17.7422;17.7549;0.0126;4.545823;4.547394;0.001942;4.4498;0.6787;84.3935;0.1395;0.3512;0.8712;17.42;2.9416;2.7547;2.7547;3.3858;3.3859;0.1515;7.5623e+01;3.2717e+00;0.0000;2.3114e+03;1;39.76834;-70.78034;31.000;34.8320;34.8347;25.2079;25.2069;268.576;263.670;235.35457;235.01379;17.7370;17.7496;1515.36;1515.40;0.410;1.351;62;0.0000e+00
2312;209.625824;96.295;32.249;17.9617;17.9454;-0.0164;4.583274;4.583251;-0.004860;4.4573;0.6720;84.5361;0.1388;0.3469;0.0045;0.09;2.9266;2.7261;2.7261;3.3498;3.3499;0.1513;7.3086e+01;3.1719e+00;0.0000;2.3042e+03;1;39.76831;-70.78037;32.000;34.9637;34.9774;25.2547;25.2692;261.894;257.754;234.18748;233.83856;17.9562;17.9399;1516.17;1516.14;0.558;1.379;43;0.0000e+00
2354;209.625839;98.021;33.257;18.5057;18.4998;-0.0059;4.665962;4.665511;-0.000519;4.4795;0.6518;84.9632;0.1352;0.3252;0.0195;0.39;2.8895;2.7111;2.7111;3.3292;3.3292;0.1514;6.7073e+01;2.9084e+00;0.0000;2.3062e+03;1;39.76830;-70.78038;33.000;35.2014;35.2026;25.3017;25.3042;257.918;253.973;231.45547;231.08618;18.4999;18.4940;1518.04;1518.02;0.536;1.406;45;0.0000e+00
2410;209.625870;100.380;34.265;18.4947;18.5010;0.0063;4.668922;4.669602;0.000840;4.4788;0.6525;84.9494;0.1388;0.3466;1.0067;20.13;2.8884;2.6764;2.6764;3.2938;3.2938;0.1513;6.6896e+01;2.9014e+00;0.0000;2.3056e+03;1;39.76830;-70.78038;34.000;35.2356;35.2360;25.3308;25.3295;253.952;250.842;231.44794;231.07928;18.4887;18.4950;1518.06;1518.08;0.384;1.433;65;0.0000e+00
2462;209.625900;102.555;35.273;17.9412;18.0424;0.1013;4.602571;4.612304;0.015961;4.4782;0.6530;84.9377;0.1418;0.3649;1.6141;32.28;2.8735;2.7104;2.7104;3.3376;3.3377;0.1424;6.4640e+01;2.8103e+00;0.0000;2.3001e+03;1;39.76828;-70.78038;35.000;35.1450;35.1413;25.3984;25.3708;267.755;262.262;233.99799;233.65137;17.9351;18.0364;1516.36;1516.65;0.627;1.459;37;0.0000e+00
2506;209.625916;104.387;36.280;16.5378;16.6013;0.0635;4.423683;4.431422;0.011734;4.4509;0.6777;84.4145;0.1593;0.4696;0.5925;11.85;2.8472;2.7273;2.7274;3.3492;3.3492;0.1359;6.0843e+01;2.6362e+00;0.0000;2.3080e+03;1;39.76828;-70.78038;36.000;34.8059;34.8187;25.4740;25.4688;272.382;266.155;240.85843;240.57277;16.5319;16.5955;1511.80;1512.01;0.416;1.485;64;0.0000e+00
2576;209.625946;107.272;37.288;15.4637;15.5406;0.0770;4.291857;4.296962;0.013252;4.4280;0.6987;83.9732;0.1784;0.5845;0.0527;1.05;2.8470;2.7430;2.7431;3.3754;3.3755;0.1531;6.0801e+01;2.6402e+00;0.0000;2.3028e+03;1;39.76826;-70.78040;37.000;34.5704;34.5487;25.5369;25.5031;283.931;278.509;246.33063;246.09830;15.4579;15.5349;1508.23;1508.44;0.485;1.510;51;0.0000e+00
2610;209.625977;108.729;38.296;14.1381;14.1569;0.0188;4.139998;4.141324;0.002650;4.4057;0.7191;83.5462;0.1951;0.6846;2.4138;48.28;2.8139;2.7583;2.7584;3.4042;3.4043;0.1512;5.6353e+01;2.4491e+00;0.0000;2.3010e+03;1;39.76826;-70.78040;38.000;34.3594;34.3549;25.6640;25.6566;292.272;287.081;253.18353;253.02342;14.1326;14.1514;1503.80;1503.86;0.696;1.534;33;0.0000e+00
2652;209.625992;110.465;39.304;13.9365;13.9651;0.0286;4.118951;4.123269;0.005034;4.4056;0.7192;83.5434;0.2021;0.7266;0.5896;11.79;2.7863;2.7601;2.7602;3.4104;3.4105;0.1512;5.2871e+01;2.2956e+00;0.0000;2.3031e+03;1;39.76825;-70.78040;39.000;34.3436;34.3582;25.6942;25.6996;292.576;287.528;254.23235;254.08424;13.9309;13.9595;1503.15;1503.26;0.485;1.557;53;0.0000e+00
2706;209.626022;112.698;40.312;13.7477;13.7553;0.0076;4.101027;4.101764;0.001538;4.4063;0.7186;83.5566;0.2055;0.7472;0.0423;0.85;2.7659;2.7548;2.7549;3.4092;3.4093;0.1511;5.0482e+01;2.1958e+00;0.0000;2.2990e+03;1;39.76824;-70.78040;40.000;34.3450;34.3451;25.7346;25.7331;292.815;288.930;255.19595;255.05952;13.7420;13.7496;1502.55;1502.58;0.498;1.580;48;0.0000e+00
2754;209.626038;114.722;41.320;13.6410;13.6389;-0.0020;4.092630;4.092784;0.000298;4.4035;0.7212;83.5025;0.2180;0.8218;0.6323;12.65;2.7288;2.7481;2.7481;3.4057;3.4058;0.1273;4.6303e+01;2.0123e+00;0.0000;2.3011e+03;1;39.76824;-70.78040;41.000;34.3618;34.3651;25.7696;25.7725;292.257;288.107;255.71533;255.58574;13.6352;13.6331;1502.24;1502.23;0.445;1.602;55;0.0000e+00
2811;209.626068;117.103;42.328;13.5935;13.5996;0.0061;4.090279;4.090995;0.001030;4.4050;0.7198;83.5312;0.2130;0.7920;1.7660;35.32;2.6957;2.7333;2.7334;3.3795;3.3796;0.1514;4.2894e+01;1.8630e+00;0.0000;2.3024e+03;1;39.76824;-70.78042;42.000;34.3821;34.3833;25.7951;25.7948;289.400;284.609;255.92441;255.79803;13.5875;13.5936;1502.12;1502.14;0.432;1.625;56;0.0000e+00
2865;209.626099;119.317;43.336;13.4604;13.4684;0.0080;4.078798;4.079637;0.001577;4.4174;0.7084;83.7694;0.2145;0.8009;-0.0507;-1.01;2.6591;2.7051;2.7051;3.3404;3.3404;0.1509;3.9442e+01;1.7161e+00;0.0000;2.2983e+03;1;39.76822;-70.78042;43.000;34.3936;34.3942;25.8312;25.8301;285.868;281.381;256.59283;256.47504;13.4544;13.4624;1501.71;1501.74;0.529;1.647;46;0.0000e+00
2903;209.626114;120.929;44.344;13.2194;13.2368;0.0174;4.056126;4.057293;0.001967;4.4126;0.7128;83.6780;0.2284;0.8844;1.8998;38.00;2.6260;2.6884;2.6884;3.3294;3.3295;0.1508;3.6517e+01;1.5902e+00;0.0000;2.2964e+03;1;39.76822;-70.78042;44.000;34.3968;34.3922;25.8827;25.8756;286.272;283.406;257.84329;257.74109;13.2133;13.2307;1500.94;1500.99;0.671;1.668;35;0.0000e+00
2947;209.626129;122.758;45.351;13.1344;13.1407;0.0063;4.050026;4.051145;0.001218;4.4160;0.7097;83.7428;0.2415;0.9630;1.3290;26.58;2.5828;2.6791;2.6791;3.3238;3.3239;0.1508;3.3114e+01;1.4414e+00;0.0000;2.2975e+03;1;39.76822;-70.78042;45.000;34.4157;34.4206;25.9145;25.9170;286.414;283.227;258.25522;258.15875;13.1282;13.1345;1500.70;1500.72;0.433;1.690;61;0.0000e+00
3012;209.626160;125.442;46.359;13.1165;13.1196;0.0031;4.048834;4.049379;0.000691;4.4169;0.7088;83.7605;0.2475;0.9990;0.8457;16.91;2.5421;2.6705;2.6705;3.3131;3.3132;0.1453;3.0104e+01;1.3080e+00;0.0000;2.3015e+03;1;39.76822;-70.78043;46.000;34.4202;34.4226;25.9216;25.9228;285.594;282.169;258.34103;258.24582;13.1102;13.1132;1500.66;1500.67;0.442;1.711;54;0.0000e+00
3059;209.626190;127.401;47.367;13.1050;13.1031;-0.0019;4.048085;4.048220;0.000143;4.4150;0.7106;83.7242;0.2558;1.0488;1.0834;21.67;2.4930;2.6623;2.6624;3.3031;3.3031;0.1275;2.6860e+01;1.1689e+00;0.0000;2.2979e+03;1;39.76821;-70.78044;47.000;34.4231;34.4261;25.9262;25.9289;283.653;280.685;258.39624;258.30182;13.0985;13.0966;1500.64;1500.64;0.526;1.732;46;0.0000e+00
3103;209.626205;129.251;48.375;13.1314;13.1289;-0.0025;4.052993;4.053123;-0.000224;4.4128;0.7126;83.6817;0.2599;1.0732;0.0091;0.18;2.4514;2.6368;2.6369;3.2704;3.2704;0.1506;2.4415e+01;1.0627e+00;0.0000;2.2975e+03;1;39.76820;-70.78044;48.000;34.4453;34.4488;25.9381;25.9413;276.938;275.075;258.21744;258.12152;13.1248;13.1223;1500.77;1500.77;0.570;1.753;42;0.0000e+00
3154;209.626236;131.363;49.383;13.0641;13.1141;0.0500;4.049304;4.054395;0.005341;4.4152;0.7104;83.7288;0.2818;1.2049;1.5986;31.97;2.4013;2.5658;2.5658;3.1700;3.1700;0.1504;2.1749e+01;9.4561e-01;0.0000;2.3000e+03;1;39.76820;-70.78044;49.000;34.4709;34.4739;25.9714;25.9638;263.569;259.199;258.52576;258.43457;13.0574;13.1073;1500.59;1500.76;0.387;1.773;67;0.0000e+00
3213;209.626266;133.843;50.391;12.8576;12.8698;0.0122;4.031575;4.032462;0.001510;4.3811;0.7418;83.0728;0.3829;1.8114;1.4837;29.67;2.3457;2.4624;2.4624;3.0186;3.0185;0.1503;1.9119e+01;8.3198e-01;0.0000;2.2980e+03;1;39.76820;-70.78046;50.000;34.4899;34.4872;26.0274;26.0229;253.019;249.806;259.58194;259.50473;12.8508;12.8630;1499.95;1499.98;0.578;1.794;41;0.0000e+00
3255;209.626282;135.579;51.399;12.8048;12.8031;-0.0017;4.027977;4.028079;0.000213;4.3885;0.7349;83.2159;0.3901;1.8546;1.0357;20.71;2.2993;2.4232;2.4232;2.9846;2.9846;0.1502;1.7181e+01;7.4737e-01;0.0000;2.2990e+03;1;39.76819;-70.78046;51.000;34.5033;34.5058;26.0483;26.0506;250.284;247.967;259.83813;259.76465;12.7979;12.7962;1499.80;1499.80;0.469;1.813;54;0.0000e+00
3311;209.626312;137.897;52.407;12.7787;12.7823;0.0036;4.026126;4.026596;0.000618;4.4209;0.7052;83.8377;0.3576;1.6593;-0.0317;-0.63;2.2371;2.3799;2.3798;2.9356;2.9356;0.1253;1.4872e+01;6.4629e-01;0.0000;2.3011e+03;1;39.76818;-70.78046;52.000;34.5090;34.5102;26.0579;26.0582;246.386;244.476;259.96646;259.89481;12.7716;12.7752;1499.74;1499.75;0.532;1.833;44;0.0000e+00
3356;209.626328;139.784;53.415;12.7732;12.7715;-0.0017;4.026479;4.026402;-0.000080;4.4406;0.6871;84.2165;0.3288;1.4866;0.9974;19.95;2.1750;2.3609;2.3608;2.9180;2.9179;0.1437;1.2886e+01;5.6027e-01;0.0000;2.3000e+03;1;39.76817;-70.78046;53.000;34.5170;34.5178;26.0652;26.0662;244.834;243.004;259.98114;259.90994;12.7660;12.7643;1499.75;1499.74;0.431;1.853;59;0.0000e+00
3414;209.626358;142.193;54.423;12.7868;12.7821;-0.0047;4.029140;4.028725;-0.000652;4.4651;0.6649;84.6866;0.2799;1.1936;2.6838;53.68;2.1195;2.3314;2.3313;2.8750;2.8750;0.1499;1.1323e+01;4.9278e-01;0.0000;2.2978e+03;1;39.76815;-70.78046;54.000;34.5296;34.5300;26.0724;26.0735;238.744;236.538;259.88596;259.81396;12.7794;12.7747;1499.82;1499.81;0.525;1.872;46;0.0000e+00
3455;209.626373;143.896;55.431;12.9226;12.9055;-0.0171;4.051625;4.049653;-0.003340;4.5070;0.6270;85.4919;0.2424;0.9686;0.6743;13.49;2.0642;2.2970;2.2969;2.8327;2.8326;0.1497;9.9625e+00;4.3383e-01;0.0000;2.2964e+03;1;39.76814;-70.78046;55.000;34.6196;34.6165;26.1151;26.1161;233.846;232.773;259.00272;258.92255;12.9151;12.8980;1500.40;1500.34;0.549;1.892;43;0.0000e+00
3515;209.626404;146.436;56.439;13.1056;13.0813;-0.0243;4.080563;4.076896;-0.003854;4.5529;0.5859;86.3740;0.1698;0.5327;2.3907;47.81;2.0150;2.2670;2.2669;2.8005;2.8004;0.1502;8.8756e+00;3.8624e-01;0.0000;2.2980e+03;1;39.76814;-70.78046;56.000;34.7273;34.7147;26.1619;26.1571;230.568;229.476;257.84296;257.75174;13.0979;13.0735;1501.15;1501.06;0.345;1.911;72;0.0000e+00
3568;209.626434;148.624;57.447;13.1249;13.1243;-0.0005;4.083557;4.083747;0.000151;4.5736;0.5675;86.7726;0.1576;0.4598;-0.0148;-0.30;1.9763;2.2507;2.2506;2.7745;2.7744;0.1497;8.1166e+00;3.5375e-01;0.0000;2.2944e+03;1;39.76812;-70.78048;57.000;34.7377;34.7400;26.1661;26.1680;228.680;226.989;257.72345;257.63110;13.1170;13.1164;1501.25;1501.25;0.679;1.930;35;0.0000e+00
3602;209.626450;150.041;58.455;13.0786;13.0832;0.0046;4.079957;4.080525;0.000840;4.5781;0.5636;86.8583;0.1537;0.4360;0.6881;13.76;1.9339;2.2423;2.2422;2.7680;2.7679;0.1187;7.3535e+00;3.2037e-01;0.0000;2.2953e+03;1;39.76812;-70.78048;58.000;34.7454;34.7467;26.1815;26.1815;228.422;227.375;257.95215;257.86295;13.0706;13.0752;1501.12;1501.14;0.592;1.948;40;0.0000e+00
3667;209.626480;152.757;59.463;13.0244;13.0273;0.0028;4.076422;4.076427;-0.000302;4.5867;0.5560;87.0234;0.1423;0.3679;0.6621;13.24;1.9102;2.2340;2.2339;2.7573;2.7571;0.2066;6.9562e+00;3.0273e-01;0.0000;2.2978e+03;1;39.76812;-70.78049;59.000;34.7610;34.7585;26.2045;26.2019;227.627;226.066;258.20840;258.12296;13.0163;13.0192;1500.97;1500.98;0.314;1.967;74;0.0000e+00
