Scan;TimeJ;TimeS;PrDM;T090C;T190C;T2-T190C;C0S/m;C1S/m;C2-C1S/m;V0;CStarAt0;CStarTr0;V1;FlECO-AFL;V2;AltM;V3;V4;Sbeox0V;V5;Sbeox1V;V6;Par;Cpar;V7;Spar;Pumps;Latitude;Longitude;DepSM;Sal00;Sal11;Sigma-é00;Sigma-é11;Sbox0Mm/Kg;Sbox1Mm/Kg;OxsolMm/Kg;OxsatMm/Kg;Potemp090C;Potemp190C;SvCM;SvCM1;Dz/dtM;Gpa;Nbin;Flag
3483;208.600052;145.096;21.165;11.2631;11.3211;0.0581;3.665214;3.670211;0.005189;4.3375;0.7434;83.0405;0.2000;0.7142;2.2914;45.83;2.7236;2.8952;2.8952;3.5952;3.5953;0.1524;4.5857e+01;3.0171e+00;0.0000;1.5182e+03;1;40.69350;-70.77474;21.000;32.3819;32.3799;24.6911;24.6792;331.313;324.845;272.35812;272.36810;11.2605;11.3185;1491.49;1491.69;0.294;1.562;83;0.0000e+00
3567;208.600082;148.575;22.172;10.9510;10.9745;0.0235;3.637660;3.639198;0.003373;4.3441;0.7373;83.1674;0.2047;0.7422;2.2502;45.00;2.6546;2.8648;2.8649;3.5601;3.5602;0.1254;3.9024e+01;2.6626e+00;0.0000;1.4658e+03;1;40.69352;-70.77474;22.000;32.3844;32.3789;24.7483;24.7398;329.408;325.289;274.16336;274.19669;10.9484;10.9719;1490.41;1490.49;0.437;1.594;54;0.0000e+00
3638;208.600128;151.540;23.180;10.5828;10.6836;0.1008;3.604979;3.614005;0.009513;4.3178;0.7619;82.6577;0.2390;0.9483;2.1826;43.65;2.5978;2.8376;2.8376;3.5219;3.5219;0.1526;3.4221e+01;2.3668e+00;0.0000;1.4457e+03;1;40.69352;-70.77474;23.000;32.3850;32.3856;24.8128;24.7958;327.914;321.344;276.32428;276.38580;10.5802;10.6809;1489.12;1489.48;0.258;1.626;94;0.0000e+00
3714;208.600159;154.695;24.188;10.2656;10.2805;0.0149;3.577148;3.578472;0.001863;4.3066;0.7725;82.4384;0.2524;1.0285;2.1380;42.76;2.5358;2.8116;2.8116;3.4962;3.4962;0.1517;2.9684e+01;2.0854e+00;0.0000;1.4231e+03;1;40.69350;-70.77474;24.000;32.3880;32.3880;24.8690;24.8665;327.224;322.751;278.20840;278.29498;10.2629;10.2778;1488.01;1488.06;0.357;1.657;67;0.0000e+00
3790;208.600189;157.865;25.196;10.1269;10.1471;0.0202;3.565405;3.567301;0.002419;4.3105;0.7687;82.5154;0.2591;1.0685;2.0837;41.67;2.4818;2.7808;2.7808;3.4579;3.4579;0.1516;2.6188e+01;1.8601e+00;0.0000;1.4078e+03;1;40.69350;-70.77477;25.000;32.3932;32.3942;24.8964;24.8938;322.353;318.086;279.03180;279.12958;10.1240;10.1443;1487.53;1487.61;0.321;1.688;75;0.0000e+00
3864;208.600235;160.955;26.204;9.8872;9.9606;0.0734;3.544204;3.550830;0.006603;4.3119;0.7674;82.5429;0.2711;1.1406;2.0321;40.64;2.4248;2.7269;2.7269;3.4054;3.4055;0.1372;2.2979e+01;1.6337e+00;0.0000;1.4066e+03;1;40.69348;-70.77478;26.000;32.3928;32.3942;24.9358;24.9248;313.860;310.867;280.48462;280.60196;9.8844;9.9577;1486.68;1486.95;0.282;1.719;88;0.0000e+00
3953;208.600281;164.649;27.212;9.5331;9.6400;0.1069;3.510790;3.519979;0.010958;4.3277;0.7526;82.8494;0.2766;1.1735;1.9897;39.79;2.3703;2.6254;2.6254;3.2384;3.2384;0.1531;2.0231e+01;1.4216e+00;0.0000;1.4230e+03;1;40.69346;-70.77478;27.000;32.3705;32.3680;24.9759;24.9566;298.817;292.771;282.70010;282.84662;9.5302;9.6370;1485.38;1485.77;0.392;1.749;62;0.0000e+00
4018;208.600311;167.373;28.220;9.2371;9.3032;0.0662;3.483194;3.489013;0.006263;4.3651;0.7177;83.5756;0.2410;0.9599;1.9339;38.68;2.3192;2.5594;2.5594;3.1730;3.1730;0.1514;1.7988e+01;1.2383e+00;0.0000;1.4535e+03;1;40.69345;-70.77480;28.000;32.3541;32.3541;25.0102;24.9997;294.827;291.075;284.57397;284.74564;9.2341;9.3003;1484.29;1484.53;0.265;1.779;97;0.0000e+00
4099;208.600342;170.754;29.228;9.0766;9.0817;0.0051;3.469253;3.469669;0.000855;4.3970;0.6882;84.1950;0.2204;0.8361;1.8894;37.79;2.2668;2.5132;2.5132;3.1190;3.1190;0.1412;1.5942e+01;1.0915e+00;0.0000;1.4603e+03;1;40.69344;-70.77480;29.000;32.3552;32.3549;25.0362;25.0352;293.411;290.620;285.57635;285.76196;9.0736;9.0787;1483.71;1483.73;0.407;1.808;57;0.0000e+00
4179;208.600388;174.074;30.236;9.0330;9.0594;0.0265;3.466928;3.468889;0.001938;4.4160;0.6706;84.5645;0.2232;0.8531;1.8193;36.39;2.2047;2.5134;2.5133;3.1307;3.1307;0.1418;1.3783e+01;9.5812e-01;0.0000;1.4387e+03;1;40.69344;-70.77481;30.000;32.3704;32.3666;25.0549;25.0479;296.880;293.986;285.81967;286.00940;9.0298;9.0563;1483.59;1483.68;0.284;1.838;83;0.0000e+00
4255;208.600418;177.244;31.244;9.0849;9.0760;-0.0089;3.474612;3.473209;-0.001420;4.3656;0.7172;83.5851;0.2969;1.2956;1.7777;35.55;2.1459;2.5314;2.5314;3.1508;3.1508;0.1506;1.2040e+01;8.3340e-01;0.0000;1.4448e+03;1;40.69344;-70.77482;31.000;32.4023;32.3959;25.0718;25.0682;298.515;295.424;285.42694;285.61264;9.0817;9.0727;1483.84;1483.80;0.270;1.867;91;0.0000e+00
4332;208.600464;180.471;32.252;9.0439;9.0522;0.0083;3.472502;3.473249;0.001036;4.3342;0.7465;82.9750;0.3358;1.5287;1.7351;34.70;2.0861;2.5269;2.5268;3.1462;3.1462;0.1510;1.0485e+01;7.3379e-01;0.0000;1.4283e+03;1;40.69342;-70.77482;32.000;32.4173;32.4175;25.0899;25.0888;294.935;293.006;285.65405;285.84363;9.0406;9.0488;1483.72;1483.75;0.396;1.896;60;0.0000e+00
4407;208.600494;183.581;33.260;8.8821;8.9552;0.0731;3.457369;3.463918;0.006578;4.3545;0.7275;83.3699;0.3205;1.4368;1.6689;33.38;2.0096;2.4946;2.4946;3.1163;3.1163;0.1376;8.7855e+00;6.3260e-01;0.0000;1.3881e+03;1;40.69342;-70.77482;33.000;32.4072;32.4087;25.1071;25.0970;289.913;288.098;286.69742;286.90121;8.8787;8.9517;1483.12;1483.40;0.267;1.925;94;0.0000e+00
4493;208.600540;187.146;34.268;8.7691;8.7923;0.0231;3.447245;3.449440;0.002586;4.3510;0.7309;83.3012;0.3365;1.5330;1.6280;32.56;1.9256;2.4306;2.4305;3.0085;3.0084;0.1516;7.2127e+00;5.2884e-01;0.0000;1.3639e+03;1;40.69341;-70.77482;34.000;32.4045;32.4063;25.1223;25.1201;276.728;274.278;287.42007;287.63391;8.7657;8.7888;1482.72;1482.80;0.402;1.953;61;0.0000e+00
4564;208.600571;190.119;35.275;8.7304;8.7494;0.0189;3.445910;3.447346;0.001545;4.2594;0.8172;81.5227;0.4775;2.3790;1.5652;31.30;1.8597;2.3681;2.3680;2.9469;2.9468;0.1507;6.1855e+00;4.5712e-01;0.0000;1.3530e+03;1;40.69340;-70.77484;35.000;32.4255;32.4232;25.1447;25.1400;271.711;271.049;287.62305;287.84076;8.7268;8.7458;1482.61;1482.68;0.264;1.982;93;0.0000e+00
4637;208.600601;193.184;36.283;8.6384;8.6587;0.0203;3.438826;3.440376;0.001704;4.2899;0.7882;82.1156;0.4127;1.9905;1.5322;30.64;1.7805;2.3273;2.3273;2.8959;2.8959;0.1473;5.1559e+00;3.8890e-01;0.0000;1.3248e+03;1;40.69339;-70.77484;36.000;32.4354;32.4330;25.1663;25.1614;264.759;263.588;288.19080;288.41705;8.6347;8.6550;1482.30;1482.37;0.350;2.010;68;0.0000e+00
4717;208.600647;196.503;37.291;8.5628;8.5789;0.0161;3.434060;3.435105;0.001123;4.3539;0.7281;83.3589;0.2717;1.1441;1.4650;29.30;1.7001;2.2724;2.2723;2.8190;2.8189;0.1351;4.2583e+00;3.2513e-01;0.0000;1.3096e+03;1;40.69338;-70.77486;37.000;32.4543;32.4505;25.1927;25.1872;259.965;258.931;288.63522;288.86874;8.5590;8.5751;1482.06;1482.11;0.327;2.038;71;0.0000e+00
4801;208.600677;200.010;38.299;8.5313;8.5573;0.0260;3.432694;3.434418;0.001918;4.3709;0.7123;83.6878;0.2483;1.0039;1.4131;28.26;1.6294;2.2498;2.2497;2.7897;2.7896;0.1516;3.5994e+00;2.7482e-01;0.0000;1.3099e+03;1;40.69336;-70.77488;38.000;32.4685;32.4627;25.2085;25.2000;257.551;255.743;288.80807;289.04477;8.5274;8.5535;1481.97;1482.06;0.276;2.066;88;0.0000e+00
4871;208.600723;202.920;39.307;8.4040;8.4267;0.0227;3.420285;3.422496;0.002309;4.3740;0.7094;83.7488;0.2341;0.9187;1.3628;27.26;1.5707;2.2336;2.2335;2.7718;2.7717;0.1503;3.1389e+00;2.3942e-01;0.0000;1.3110e+03;1;40.69335;-70.77489;39.000;32.4548;32.4571;25.2168;25.2152;256.466;255.195;289.65720;289.90543;8.4001;8.4228;1481.49;1481.58;0.331;2.094;73;0.0000e+00
4954;208.600754;206.382;40.315;8.3583;8.3808;0.0225;3.416178;3.418225;0.002255;4.3760;0.7075;83.7886;0.2299;0.8936;1.3113;26.23;1.5150;2.2095;2.2094;2.7396;2.7395;0.1431;2.7483e+00;2.0996e-01;0.0000;1.3089e+03;1;40.69333;-70.77491;40.000;32.4531;32.4540;25.2223;25.2196;251.165;250.403;289.95566;290.20807;8.3543;8.3768;1481.34;1481.42;0.318;2.122;75;0.0000e+00
5023;208.600784;209.256;41.323;8.2894;8.3268;0.0374;3.410599;3.414092;0.003511;4.3702;0.7130;83.6743;0.2052;0.7449;1.2552;25.10;1.4559;2.1720;2.1719;2.7030;2.7029;0.1577;2.3894e+00;1.8173e-01;0.0000;1.3151e+03;1;40.69332;-70.77492;41.000;32.4573;32.4597;25.2358;25.2321;245.673;246.334;290.39346;290.65240;8.2854;8.3227;1481.10;1481.24;0.294;2.149;84;0.0000e+00
5114;208.600830;213.035;42.331;8.2113;8.2408;0.0295;3.403536;3.406223;0.002884;4.3741;0.7093;83.7515;0.1803;0.5960;1.1991;23.98;1.4041;2.1333;2.1332;2.6448;2.6447;0.1537;2.1100e+00;1.5827e-01;0.0000;1.3332e+03;1;40.69330;-70.77493;42.000;32.4543;32.4555;25.2449;25.2415;242.415;241.308;290.90720;291.17343;8.2072;8.2367;1480.82;1480.93;0.289;2.177;83;0.0000e+00
5186;208.600876;216.036;43.339;8.2069;8.2036;-0.0033;3.403769;3.403450;-0.000319;4.3744;0.7090;83.7573;0.1719;0.5455;1.1563;23.13;1.3428;2.1348;2.1347;2.6438;2.6437;0.1627;1.8199e+00;1.3707e-01;0.0000;1.3277e+03;1;40.69329;-70.77494;43.000;32.4605;32.4601;25.2504;25.2506;246.655;244.448;290.92337;291.19016;8.2026;8.1994;1480.82;1480.81;0.398;2.204;60;0.0000e+00
5263;208.600906;219.260;44.347;8.3317;8.2898;-0.0419;3.418456;3.413608;-0.004929;4.3949;0.6900;84.1559;0.1693;0.5296;1.0937;21.87;1.2899;2.1486;2.1485;2.6569;2.6568;0.1980;1.6010e+00;1.1937e-01;0.0000;1.3412e+03;1;40.69328;-70.77495;44.000;32.4999;32.4874;25.2629;25.2593;245.274;243.879;290.02966;290.28546;8.3273;8.2854;1481.36;1481.19;0.249;2.231;102;0.0000e+00
5338;208.600937;222.395;45.355;8.2386;8.2462;0.0076;3.410558;3.411207;0.001162;4.3878;0.6966;84.0175;0.1616;0.4837;1.0605;21.21;1.2291;2.1278;2.1277;2.6324;2.6322;0.2307;1.3809e+00;1.0429e-01;0.0000;1.3240e+03;1;40.69324;-70.77499;45.000;32.5020;32.5019;25.2784;25.2771;240.308;240.202;290.62933;290.89392;8.2342;8.2417;1481.03;1481.06;0.506;2.259;45;0.0000e+00
5429;208.600983;226.170;46.363;8.1271;8.1519;0.0248;3.401274;3.403300;0.002010;4.3758;0.7078;83.7833;0.1542;0.4392;0.9795;19.59;1.1764;2.0907;2.0906;2.5813;2.5812;0.2550;1.2103e+00;9.0783e-02;0.0000;1.3330e+03;1;40.69323;-70.77500;46.000;32.5066;32.5050;25.2983;25.2935;233.853;231.860;291.34607;291.62134;8.1225;8.1473;1480.63;1480.72;0.179;2.287;105;0.0000e+00
5493;208.601013;228.825;47.371;8.0213;8.0398;0.0184;3.395021;3.396048;0.001041;4.3080;0.7712;82.4660;0.1327;0.3104;0.9495;18.99;1.1267;2.0518;2.0517;2.5333;2.5331;0.2748;1.0732e+00;7.9584e-02;0.0000;1.3492e+03;1;40.69322;-70.77502;47.000;32.5378;32.5316;25.3381;25.3306;229.870;229.567;291.97189;292.25787;8.0168;8.0352;1480.28;1480.34;0.320;2.314;75;0.0000e+00
5582;208.601059;232.530;48.379;7.9556;7.9802;0.0245;3.392546;3.393588;0.001063;4.2398;0.8361;81.1404;0.1237;0.2561;0.8864;17.73;1.0893;2.0261;2.0260;2.5037;2.5035;0.3313;9.7655e-01;7.1413e-02;0.0000;1.3677e+03;1;40.69320;-70.77504;48.000;32.5721;32.5604;25.3746;25.3618;227.834;227.128;292.32996;292.62296;7.9510;7.9755;1480.09;1480.17;0.279;2.340;88;0.0000e+00
5657;208.601089;235.673;49.387;7.9218;7.9244;0.0026;3.391675;3.391817;0.000223;4.1644;0.9089;79.6752;0.1198;0.2329;0.8398;16.80;1.0413;2.0120;2.0119;2.4845;2.4844;0.3461;8.6492e-01;6.2372e-02;0.0000;1.3868e+03;1;40.69320;-70.77504;49.000;32.5939;32.5930;25.3966;25.3955;226.391;225.935;292.50620;292.80292;7.9170;7.9196;1480.01;1480.01;0.462;2.366;51;0.0000e+00
5725;208.601135;238.519;50.395;7.9039;7.9108;0.0069;3.391423;3.391734;0.000322;4.0314;1.0420;77.0912;0.1179;0.2212;0.7816;15.63;1.0013;2.0066;2.0065;2.4805;2.4803;0.3356;7.8103e-01;5.5035e-02;0.0000;1.4198e+03;1;40.69320;-70.77505;50.000;32.6074;32.6043;25.4098;25.4064;226.335;225.943;292.59494;292.89368;7.8991;7.9060;1479.97;1479.99;0.261;2.392;99;0.0000e+00
5813;208.601166;242.186;51.403;7.8937;7.8980;0.0044;3.391496;3.391677;0.000205;3.8831;1.1944;74.2104;0.1148;0.2028;0.7326;14.65;0.9510;2.0038;2.0037;2.4758;2.4757;0.2852;6.8622e-01;4.6860e-02;0.0000;1.4647e+03;1;40.69319;-70.77506;51.000;32.6173;32.6152;25.4190;25.4167;226.243;225.601;292.64120;292.94113;7.8887;7.8931;1479.96;1479.97;0.358;2.418;67;0.0000e+00
5887;208.601212;245.254;52.411;7.8884;7.8912;0.0028;3.391477;3.391696;0.000233;3.8655;1.2124;73.8675;0.1136;0.1956;0.6822;13.64;0.8915;2.0023;2.0021;2.4775;2.4774;0.3495;5.8713e-01;4.0201e-02;0.0000;1.4604e+03;1;40.69318;-70.77508;52.000;32.6216;32.6213;25.4231;25.4225;226.048;226.175;292.66690;292.96744;7.8834;7.8862;1479.96;1479.97;0.301;2.444;81;0.0000e+00
5961;208.601242;248.314;53.420;7.8851;7.8851;-0.0000;3.391421;3.391524;0.000121;3.9058;1.1698;74.6519;0.1129;0.1911;0.6325;12.65;0.8138;2.0014;2.0012;2.4766;2.4765;0.3422;4.7683e-01;3.2824e-02;0.0000;1.4525e+03;1;40.69317;-70.77509;53.000;32.6236;32.6247;25.4252;25.4261;226.112;225.769;292.68430;292.98520;7.8800;7.8800;1479.97;1479.97;0.349;2.470;69;0.0000e+00
6035;208.601273;251.435;54.428;7.8818;7.8825;0.0007;3.391334;3.391487;0.000160;3.8778;1.1988;74.1079;0.1144;0.2002;0.5740;11.48;0.7363;2.0006;2.0005;2.4762;2.4760;0.3444;3.8528e-01;2.6357e-02;0.0000;1.4623e+03;1;40.69315;-70.77510;54.000;32.6253;32.6263;25.4270;25.4277;225.826;225.783;292.70248;293.00372;7.8766;7.8772;1479.97;1479.98;0.270;2.495;93;0.0000e+00
6127;208.601318;255.263;55.436;7.8799;7.8806;0.0006;3.391319;3.391472;0.000163;3.8577;1.2198;73.7158;0.1142;0.1991;0.5243;10.49;0.6522;1.9971;1.9969;2.4714;2.4712;0.3431;3.0152e-01;2.1014e-02;0.0000;1.4342e+03;1;40.69314;-70.77511;55.000;32.6264;32.6274;25.4281;25.4289;225.407;225.463;292.71228;293.01373;7.8746;7.8753;1479.99;1479.99;0.339;2.521;71;0.0000e+00
6191;208.601349;257.923;56.444;7.8787;7.8778;-0.0009;3.391384;3.391425;0.000045;3.8234;1.2561;73.0507;0.1129;0.1913;0.4775;9.55;0.5555;1.9967;1.9966;2.4733;2.4731;0.3473;2.2442e-01;1.5777e-02;0.0000;1.4222e+03;1;40.69312;-70.77512;56.000;32.6278;32.6291;25.4294;25.4306;225.485;225.634;292.71750;293.01910;7.8733;7.8724;1480.00;1480.00;0.335;2.547;72;0.0000e+00
6282;208.601395;261.689;57.452;7.8781;7.8780;-0.0001;3.391467;3.391553;0.000087;3.7952;1.2862;72.5025;0.1149;0.2035;0.4175;8.35;0.4687;1.9961;1.9960;2.4727;2.4726;0.3617;1.6726e-01;1.1690e-02;0.0000;1.4310e+03;1;40.69310;-70.77514;57.000;32.6287;32.6297;25.4303;25.4311;225.462;225.720;292.71936;293.02103;7.8726;7.8725;1480.01;1480.02;0.269;2.572;89;0.0000e+00
6348;208.601425;264.461;58.460;7.8772;7.8755;-0.0018;3.391581;3.391570;-0.000006;3.5127;1.6135;67.0135;0.1128;0.1906;0.3756;7.51;0.3746;1.9970;1.9969;2.4727;2.4726;0.3336;1.1763e-01;8.2011e-03;0.0000;1.4343e+03;1;40.69308;-70.77514;58.000;32.6303;32.6318;25.4317;25.4331;225.769;225.648;292.72171;293.02350;7.8716;7.8699;1480.03;1480.03;0.436;2.598;54;0.0000e+00
6438;208.601471;268.228;59.468;7.8779;7.8765;-0.0013;3.391851;3.391819;-0.000034;3.4880;1.6463;66.5337;0.1173;0.2177;0.3098;6.20;0.3105;1.9967;1.9966;2.4718;2.4717;0.3685;8.9184e-02;6.1405e-03;0.0000;1.4514e+03;1;40.69307;-70.77514;59.000;32.6321;32.6330;25.4330;25.4339;225.420;225.550;292.71362;293.01538;7.8722;7.8708;1480.05;1480.05;0.217;2.624;98;0.0000e+00
