Scan;TimeJ;TimeS;PrDM;T090C;T190C;T2-T190C;C0S/m;C1S/m;C2-C1S/m;V0;CStarAt0;CStarTr0;V1;FlECO-AFL;V2;AltM;V3;V4;Sbeox0V;V5;Sbeox1V;V6;Par;Cpar;V7;Spar;Pumps;Latitude;Longitude;DepSM;Sal00;Sal11;Sigma-é00;Sigma-é11;Sbox0Mm/Kg;Sbox1Mm/Kg;OxsolMm/Kg;OxsatMm/Kg;Potemp090C;Potemp190C;SvCM;SvCM1;Dz/dtM;Gpa;Nbin;Flag
2196;207.902267;91.470;13.102;12.1864;12.2009;0.0146;3.737196;3.738324;0.002966;4.2339;0.8415;81.0271;0.2146;0.8014;2.2391;44.78;3.1380;2.7548;2.7548;3.3509;3.3509;0.1487;1.1904e+02;5.7107e+00;0.0000;2.0845e+03;1;40.86059;-70.88247;13.000;32.2808;32.2791;24.4434;24.4393;297.842;289.150;267.32346;267.26672;12.1847;12.1993;1494.43;1494.48;0.560;0.733;43;0.0000e+00
2239;207.902298;93.252;14.110;11.7467;11.7622;0.0155;3.694952;3.696256;0.002902;4.2495;0.8267;81.3292;0.2162;0.8113;2.1953;43.91;3.0744;2.7123;2.7123;3.3345;3.3345;0.1485;1.0282e+02;4.9286e+00;0.0000;2.0861e+03;1;40.86058;-70.88246;14.000;32.2528;32.2520;24.5032;24.4997;301.617;297.013;269.84427;269.81772;11.7450;11.7604;1492.90;1492.95;0.539;0.768;44;0.0000e+00
2290;207.902313;95.367;15.118;11.5864;11.5940;0.0076;3.683255;3.684114;0.001144;4.2888;0.7893;82.0934;0.1993;0.7096;2.1059;42.12;3.0055;2.6944;2.6944;3.3239;3.3239;0.1383;8.7652e+01;4.2212e+00;0.0000;2.0764e+03;1;40.86058;-70.88246;15.000;32.2781;32.2799;24.5521;24.5521;300.500;294.820;270.70459;270.68973;11.5846;11.5922;1492.39;1492.42;0.451;0.802;55;0.0000e+00
2338;207.902344;97.393;16.125;11.3576;11.3672;0.0095;3.662664;3.663819;0.001955;4.3045;0.7744;82.3981;0.1959;0.6895;2.0761;41.52;2.9311;2.6855;2.6855;3.3320;3.3321;0.1319;7.3895e+01;3.5703e+00;0.0000;2.0698e+03;1;40.86057;-70.88246;16.000;32.2760;32.2790;24.5919;24.5925;306.819;305.237;272.01752;272.01913;11.3557;11.3652;1491.61;1491.65;0.544;0.836;44;0.0000e+00
2384;207.902359;99.306;17.133;11.2383;11.2391;0.0008;3.653348;3.653656;0.000325;4.3118;0.7675;82.5401;0.1992;0.7094;2.0125;40.25;2.8622;2.7476;2.7476;3.4454;3.4454;0.1479;6.3060e+01;3.0279e+00;0.0000;2.0829e+03;1;40.86056;-70.88246;17.000;32.2887;32.2910;24.6231;24.6247;321.783;319.743;272.68036;272.69089;11.2362;11.2371;1491.22;1491.23;0.503;0.870;48;0.0000e+00
2432;207.902390;101.301;18.141;11.1898;11.1937;0.0040;3.653354;3.654082;0.001020;4.3252;0.7549;82.8015;0.2006;0.7177;1.9638;39.28;2.7863;2.7940;2.7940;3.4919;3.4919;0.1478;5.2913e+01;2.5329e+00;0.0000;2.0890e+03;1;40.86054;-70.88246;18.000;32.3309;32.3345;24.6645;24.6667;321.502;316.426;272.87885;272.89352;11.1876;11.1916;1491.12;1491.14;0.512;0.903;47;0.0000e+00
2479;207.902405;103.271;19.149;11.0687;11.0803;0.0116;3.643064;3.644418;0.002086;4.3306;0.7499;82.9057;0.2035;0.7353;1.9069;38.14;2.7233;2.7814;2.7814;3.4504;3.4504;0.1478;4.5736e+01;2.1970e+00;0.0000;2.0816e+03;1;40.86054;-70.88246;19.000;32.3354;32.3386;24.6895;24.6899;314.350;308.113;273.57224;273.59601;11.0664;11.0780;1490.72;1490.76;0.530;0.936;46;0.0000e+00
2523;207.902435;105.073;20.157;10.8226;10.8318;0.0092;3.620115;3.621269;0.001967;4.3265;0.7537;82.8268;0.2186;0.8258;1.8704;37.41;2.6497;2.7406;2.7406;3.3933;3.3934;0.1479;3.8625e+01;1.8660e+00;0.0000;2.0698e+03;1;40.86054;-70.88246;20.000;32.3247;32.3281;24.7243;24.7253;308.593;303.463;275.02985;275.07205;10.8202;10.8294;1489.85;1489.89;0.551;0.968;44;0.0000e+00
2571;207.902451;107.103;21.165;10.6274;10.6475;0.0200;3.601603;3.603761;0.002775;4.3209;0.7590;82.7164;0.2340;0.9182;1.7867;35.73;2.5877;2.6898;2.6898;3.3225;3.3225;0.1344;3.3456e+01;1.6163e+00;0.0000;2.0699e+03;1;40.86054;-70.88246;21.000;32.3127;32.3165;24.7487;24.7482;302.413;296.760;276.20300;276.26004;10.6250;10.6450;1489.16;1489.24;0.461;1.001;53;0.0000e+00
2622;207.902481;109.214;22.173;10.3603;10.3795;0.0191;3.577172;3.579036;0.002880;4.2913;0.7870;82.1410;0.2594;1.0702;1.7468;34.94;2.5276;2.6340;2.6340;3.2499;3.2499;0.1364;2.9117e+01;1.4140e+00;0.0000;2.0590e+03;1;40.86052;-70.88246;22.000;32.3047;32.3065;24.7881;24.7862;295.622;290.079;277.80701;277.88483;10.3578;10.3769;1488.21;1488.28;0.520;1.033;46;0.0000e+00
2666;207.902496;111.028;23.181;10.1688;10.1759;0.0071;3.559617;3.560546;0.001439;4.2199;0.8550;80.7550;0.3021;1.3265;1.7061;34.12;2.4567;2.5828;2.5828;3.1816;3.1816;0.1478;2.4723e+01;1.1957e+00;0.0000;2.0683e+03;1;40.86052;-70.88246;23.000;32.2982;32.3013;24.8153;24.8165;290.354;285.633;278.96848;279.06146;10.1662;10.1733;1487.53;1487.56;0.572;1.064;42;0.0000e+00
2711;207.902527;112.900;24.189;10.0439;10.0549;0.0110;3.549179;3.550395;0.001572;4.2093;0.8652;80.5495;0.3371;1.5367;1.6344;32.69;2.3874;2.5496;2.5496;3.1571;3.1571;0.1477;2.1071e+01;1.0054e+00;0.0000;2.0960e+03;1;40.86050;-70.88244;24.000;32.3038;32.3063;24.8405;24.8406;290.611;288.427;279.71140;279.81451;10.0412;10.0522;1487.11;1487.15;0.491;1.096;50;0.0000e+00
2761;207.902542;115.018;25.197;9.9477;9.9503;0.0026;3.543066;3.543453;0.000568;4.1980;0.8762;80.3291;0.3782;1.7832;1.5802;31.60;2.3088;2.5477;2.5477;3.1768;3.1768;0.1475;1.7567e+01;8.4570e-01;0.0000;2.0770e+03;1;40.86050;-70.88244;25.000;32.3275;32.3291;24.8749;24.8757;296.313;295.393;280.24704;280.35837;9.9449;9.9475;1486.80;1486.82;0.513;1.127;47;0.0000e+00
2805;207.902573;116.815;26.204;9.8876;9.8903;0.0027;3.540028;3.540472;0.000604;4.2166;0.8583;80.6896;0.3960;1.8901;1.5442;30.88;2.2179;2.5727;2.5727;3.2188;3.2188;0.1475;1.4240e+01;6.8973e-01;0.0000;2.0644e+03;1;40.86048;-70.88244;26.000;32.3501;32.3522;24.9024;24.9036;301.222;299.580;280.56717;280.68378;9.8847;9.8874;1486.63;1486.64;0.556;1.158;43;0.0000e+00
2855;207.902588;118.913;27.212;9.8250;9.8316;0.0066;3.537079;3.537842;0.000913;4.2702;0.8069;81.7319;0.3480;1.6021;1.4607;29.21;2.1405;2.5822;2.5822;3.2218;3.2218;0.1291;1.1897e+01;5.7704e-01;0.0000;2.0618e+03;1;40.86047;-70.88243;27.000;32.3759;32.3778;24.9329;24.9332;298.344;294.597;280.89688;281.01904;9.8220;9.8286;1486.45;1486.48;0.431;1.188;58;0.0000e+00
2907;207.902618;121.069;28.220;9.7800;9.7795;-0.0005;3.535823;3.535940;0.000159;4.3183;0.7615;82.6658;0.3060;1.3501;1.4276;28.55;2.0552;2.5554;2.5554;3.1667;3.1667;0.1437;9.7575e+00;4.7357e-01;0.0000;2.0602e+03;1;40.86046;-70.88242;28.000;32.4032;32.4048;24.9615;24.9629;291.054;286.985;281.11664;281.24298;9.7769;9.7764;1486.34;1486.34;0.592;1.218;40;0.0000e+00
2944;207.902634;122.626;29.228;9.6513;9.6618;0.0104;3.524747;3.525867;0.001780;4.3364;0.7445;83.0175;0.2890;1.2480;1.3919;27.84;1.9685;2.5295;2.5295;3.1385;3.1385;0.1471;7.9838e+00;3.8712e-01;0.0000;2.0626e+03;1;40.86045;-70.88242;29.000;32.4057;32.4077;24.9844;24.9843;288.214;285.365;281.90057;282.03772;9.6482;9.6586;1485.89;1485.93;0.582;1.248;42;0.0000e+00
2996;207.902664;124.778;30.236;9.4572;9.4896;0.0324;3.507090;3.510205;0.003560;4.3568;0.7254;83.4150;0.2819;1.2057;1.2923;25.85;1.9000;2.4780;2.4780;3.0616;3.0615;0.1472;6.7968e+00;3.2722e-01;0.0000;2.0771e+03;1;40.86044;-70.88242;30.000;32.3998;32.4025;25.0111;25.0080;277.855;272.867;283.10986;283.26334;9.4539;9.4863;1485.19;1485.31;0.430;1.278;57;0.0000e+00
3046;207.902679;126.881;31.244;9.2259;9.2413;0.0154;3.485424;3.487062;0.002541;4.3826;0.7014;83.9155;0.2723;1.1475;1.2613;25.23;1.8251;2.3932;2.3932;2.9350;2.9350;0.1470;5.7087e+00;2.7713e-01;0.0000;2.0598e+03;1;40.86044;-70.88241;31.000;32.3859;32.3888;25.0369;25.0368;261.496;255.172;284.57736;284.75049;9.2226;9.2380;1484.34;1484.40;0.532;1.308;45;0.0000e+00
3093;207.902710;128.821;32.252;8.9847;9.0161;0.0313;3.463189;3.465869;0.003633;4.3823;0.7017;83.9102;0.2488;1.0068;1.2015;24.03;1.7472;2.2768;2.2767;2.7562;2.7561;0.1467;4.7566e+00;2.3134e-01;0.0000;2.0561e+03;1;40.86042;-70.88240;32.000;32.3746;32.3739;25.0657;25.0603;241.112;233.325;286.11661;286.31070;8.9814;9.0127;1483.45;1483.56;0.491;1.337;49;0.0000e+00
3141;207.902725;130.843;33.260;8.5845;8.6060;0.0215;3.430028;3.431647;0.002650;4.3936;0.6912;84.1303;0.2053;0.7457;1.1439;22.88;1.6733;2.1558;2.1557;2.6097;2.6096;0.1230;3.9968e+00;1.9485e-01;0.0000;2.0510e+03;1;40.86042;-70.88240;33.000;32.3940;32.3912;25.1420;25.1366;231.014;228.115;288.62320;288.85364;8.5811;8.6026;1482.00;1482.07;0.523;1.366;46;0.0000e+00
3188;207.902756;132.771;34.268;8.4150;8.4153;0.0004;3.416772;3.417074;0.000511;4.3701;0.7131;83.6724;0.1366;0.3339;1.0938;21.88;1.6096;2.0948;2.0947;2.5621;2.5620;0.1429;3.4398e+00;1.6809e-01;0.0000;2.0466e+03;1;40.86040;-70.88240;34.000;32.4100;32.4128;25.1799;25.1821;230.454;230.081;289.68027;289.92661;8.4116;8.4119;1481.40;1481.40;0.513;1.394;48;0.0000e+00
3235;207.902771;134.738;35.276;8.4091;8.4073;-0.0018;3.416476;3.416516;0.000094;4.3478;0.7337;83.2405;0.1266;0.2739;1.0405;20.81;1.5510;2.0670;2.0669;2.5471;2.5470;0.1465;2.9938e+00;1.4606e-01;0.0000;2.0498e+03;1;40.86040;-70.88240;35.000;32.4117;32.4138;25.1822;25.1841;229.971;229.934;289.71411;289.96100;8.4056;8.4038;1481.39;1481.39;0.517;1.422;46;0.0000e+00
3283;207.902802;136.744;36.284;8.4091;8.4078;-0.0012;3.416669;3.416866;0.000229;4.3444;0.7370;83.1734;0.1256;0.2677;0.9842;19.68;1.4932;2.0544;2.0543;2.5403;2.5402;0.1465;2.6102e+00;1.2675e-01;0.0000;2.0591e+03;1;40.86040;-70.88239;36.000;32.4134;32.4166;25.1835;25.1863;229.767;229.883;289.71115;289.95810;8.4055;8.4042;1481.41;1481.41;0.483;1.450;51;0.0000e+00
3331;207.902817;138.739;37.292;8.4090;8.4069;-0.0021;3.416841;3.416972;0.000162;4.3383;0.7427;83.0551;0.1239;0.2577;0.9356;18.71;1.4302;2.0494;2.0493;2.5377;2.5375;0.1465;2.2460e+00;1.0991e-01;0.0000;2.0434e+03;1;40.86040;-70.88240;37.000;32.4148;32.4181;25.1847;25.1876;229.842;229.615;289.70859;289.95557;8.4053;8.4032;1481.43;1481.43;0.561;1.478;43;0.0000e+00
3374;207.902847;140.527;38.300;8.4099;8.4082;-0.0017;3.417113;3.417247;0.000148;4.3373;0.7436;83.0352;0.1231;0.2525;0.8874;17.75;1.3669;2.0471;2.0470;2.5333;2.5331;0.1465;1.9300e+00;9.4616e-02;0.0000;2.0398e+03;1;40.86040;-70.88240;38.000;32.4164;32.4194;25.1858;25.1884;229.463;229.107;289.69934;289.94626;8.4061;8.4044;1481.45;1481.45;0.499;1.506;48;0.0000e+00
3432;207.902878;142.975;39.308;8.4101;8.4103;0.0002;3.417160;3.417496;0.000353;4.3297;0.7507;82.8876;0.1247;0.2625;0.8107;16.21;1.3095;2.0436;2.0434;2.5341;2.5339;0.1239;1.6789e+00;8.2388e-02;0.0000;2.0378e+03;1;40.86039;-70.88238;39.000;32.4162;32.4196;25.1857;25.1882;229.238;229.866;289.69849;289.94537;8.4062;8.4064;1481.47;1481.47;0.412;1.534;59;0.0000e+00
3478;207.902893;144.887;40.316;8.4105;8.4083;-0.0022;3.417366;3.417485;0.000127;4.3177;0.7620;82.6545;0.1250;0.2640;0.7814;15.63;1.2405;2.0428;2.0427;2.5343;2.5342;0.1468;1.4200e+00;6.9786e-02;0.0000;2.0348e+03;1;40.86038;-70.88238;40.000;32.4175;32.4208;25.1866;25.1895;229.300;229.440;289.69290;289.93979;8.4065;8.4043;1481.49;1481.48;0.638;1.562;38;0.0000e+00
3516;207.902908;146.470;41.324;8.4112;8.4091;-0.0021;3.417556;3.417671;0.000120;4.2857;0.7923;82.0337;0.1207;0.2380;0.7266;14.53;1.1779;2.0422;2.0421;2.5324;2.5323;0.1465;1.2182e+00;5.9659e-02;0.0000;2.0422e+03;1;40.86037;-70.88238;41.000;32.4185;32.4216;25.1873;25.1901;229.194;229.367;289.68658;289.93344;8.4071;8.4050;1481.51;1481.50;0.561;1.590;43;0.0000e+00
3569;207.902939;148.664;42.332;8.4117;8.4105;-0.0012;3.417646;3.417844;0.000205;4.2827;0.7951;81.9746;0.1240;0.2583;0.6549;13.10;1.1167;2.0417;2.0416;2.5323;2.5321;0.1465;1.0462e+00;5.1277e-02;0.0000;2.0401e+03;1;40.86035;-70.88236;42.000;32.4185;32.4217;25.1872;25.1899;229.180;229.503;289.68326;289.93002;8.4075;8.4063;1481.53;1481.53;0.423;1.618;58;0.0000e+00
3623;207.902969;150.904;43.340;8.4123;8.4106;-0.0017;3.417722;3.417871;0.000152;4.2869;0.7911;82.0559;0.1275;0.2790;0.6102;12.20;1.0492;2.0408;2.0407;2.5333;2.5332;0.1465;8.8263e-01;4.3356e-02;0.0000;2.0358e+03;1;40.86034;-70.88236;43.000;32.4183;32.4214;25.1870;25.1897;229.033;229.658;289.67999;289.92673;8.4080;8.4063;1481.55;1481.54;0.506;1.646;48;0.0000e+00
3665;207.902985;152.685;44.348;8.4124;8.4104;-0.0021;3.417769;3.417885;0.000120;4.0141;1.0764;76.7563;0.1237;0.2563;0.5664;11.33;0.9755;2.0398;2.0397;2.5326;2.5325;0.1465;7.3153e-01;3.5966e-02;0.0000;2.0339e+03;1;40.86033;-70.88235;44.000;32.4182;32.4213;25.1869;25.1897;228.813;229.560;289.67920;289.92590;8.4080;8.4059;1481.56;1481.56;0.589;1.674;40;0.0000e+00
3712;207.903000;154.608;45.356;8.4125;8.4112;-0.0013;3.417799;3.417972;0.000171;4.2510;0.8263;81.3596;0.1242;0.2590;0.4988;9.98;0.9120;2.0391;2.0390;2.5323;2.5322;0.1249;6.2015e-01;3.0512e-02;0.0000;2.0326e+03;1;40.86034;-70.88236;45.000;32.4180;32.4211;25.1868;25.1894;228.892;229.536;289.67932;289.92606;8.4080;8.4066;1481.58;1481.58;0.450;1.702;56;0.0000e+00
3768;207.903030;156.972;46.364;8.4129;8.4116;-0.0013;3.417856;3.418027;0.000178;4.2686;0.8084;81.7008;0.1215;0.2431;0.4477;8.95;0.8486;2.0378;2.0377;2.5321;2.5320;0.1475;5.2355e-01;2.5694e-02;0.0000;2.0374e+03;1;40.86034;-70.88236;46.000;32.4178;32.4208;25.1866;25.1891;228.551;229.469;289.67709;289.92377;8.4083;8.4070;1481.60;1481.60;0.496;1.730;49;0.0000e+00
3810;207.903046;158.729;47.372;8.4127;8.4108;-0.0019;3.417875;3.417977;0.000103;1.6931;11.9048;31.6553;0.1206;0.2373;0.4072;8.14;0.7793;2.0371;2.0370;2.5312;2.5310;0.1465;4.3395e-01;2.1315e-02;0.0000;2.0359e+03;1;40.86031;-70.88234;47.000;32.4177;32.4205;25.1865;25.1890;228.658;229.560;289.67834;289.92505;8.4080;8.4061;1481.61;1481.61;0.559;1.758;42;0.0000e+00
3863;207.903076;160.925;48.380;8.4130;8.4120;-0.0010;3.417913;3.418101;0.000185;0.6308;26.9543;11.0127;0.1210;0.2398;0.3407;6.81;0.7097;2.0368;2.0366;2.5323;2.5322;0.1465;3.5620e-01;1.7450e-02;0.0000;2.0413e+03;1;40.86029;-70.88234;48.000;32.4174;32.4202;25.1862;25.1887;228.641;229.612;289.67725;289.92389;8.4082;8.4072;1481.63;1481.63;0.398;1.786;62;0.0000e+00
3930;207.903107;163.716;49.388;8.4126;8.4127;0.0001;3.417883;3.418161;0.000272;2.6316;5.4157;49.8919;0.1246;0.2618;0.2862;5.72;0.6527;2.0362;2.0361;2.5291;2.5290;0.1462;3.0183e-01;1.4826e-02;0.0000;2.0359e+03;1;40.86028;-70.88232;49.000;32.4170;32.4198;25.1860;25.1882;228.578;229.189;289.68085;289.92755;8.4077;8.4078;1481.64;1481.65;0.313;1.814;80;0.0000e+00
4019;207.903152;167.423;50.396;8.4122;8.4140;0.0019;3.417842;3.418272;0.000423;1.5300;14.0736;28.4858;0.1275;0.2791;0.2296;4.59;0.5963;2.0348;2.0347;2.5278;2.5277;0.1332;2.5429e-01;1.2470e-02;0.0000;2.0394e+03;1;40.86025;-70.88231;50.000;32.4165;32.4193;25.1857;25.1876;228.304;229.111;289.68451;289.93124;8.4072;8.4090;1481.66;1481.67;0.262;1.842;92;0.0000e+00
4172;207.903229;173.800;51.404;8.4121;8.4150;0.0029;3.417832;3.418339;0.000505;1.8783;16.3162;35.2540;0.1288;0.2866;0.1696;3.39;0.5309;2.0337;2.0336;2.5262;2.5261;0.1488;2.0568e-01;1.0069e-02;0.0000;2.0424e+03;1;40.86020;-70.88229;51.000;32.4160;32.4186;25.1853;25.1870;228.380;228.995;289.68588;289.93262;8.4070;8.4099;1481.67;1481.69;0.043;1.874;167;0.0000e+00
