Scan;TimeJ;TimeS;PrDM;T090C;T190C;T2-T190C;C0S/m;C1S/m;C2-C1S/m;V0;CStarAt0;CStarTr0;V1;FlECO-AFL;V2;AltM;V3;V4;Sbeox0V;V5;Sbeox1V;V6;Par;Cpar;V7;Spar;Pumps;Latitude;Longitude;DepSM;Sal00;Sal11;Sigma-é00;Sigma-é11;Sbox0Mm/Kg;Sbox1Mm/Kg;OxsolMm/Kg;OxsatMm/Kg;Potemp090C;Potemp190C;SvCM;SvCM1;Dz/dtM;Gpa;Nbin;Flag
1688;208.463516;70.308;12.094;20.1001;20.2220;0.1219;4.440798;4.448730;0.015229;4.1244;0.9480;78.8993;0.2493;1.0097;2.9091;58.18;2.6490;2.8057;2.8058;3.4146;3.4147;0.1517;3.8529e+01;8.3052e+00;0.0000;4.6393e+02;1;40.69536;-70.88074;12.000;32.0608;32.0322;22.4944;22.4406;271.339;262.461;229.59372;229.15109;20.0979;20.2198;1518.66;1518.96;0.530;1.007;45;0.0000e+00
1741;208.463547;72.499;13.102;18.5594;18.8697;0.3103;4.304892;4.331443;0.028280;4.1121;0.9602;78.6597;0.2599;1.0737;2.8060;56.12;2.6067;2.8322;2.8323;3.4379;3.4379;0.1446;3.4951e+01;7.5716e+00;0.0000;4.6157e+02;1;40.69535;-70.88074;13.000;32.1316;32.1112;22.9392;22.8472;280.208;269.827;236.07159;235.68140;18.5572;18.8674;1514.38;1515.25;0.379;1.058;67;0.0000e+00
1801;208.463577;75.017;14.109;16.6654;16.8280;0.1626;4.135283;4.146959;0.020942;4.1182;0.9542;78.7779;0.2653;1.1059;2.7760;55.52;2.5401;2.8950;2.8950;3.5365;3.5365;0.1339;2.9982e+01;6.5062e+00;0.0000;4.6082e+02;1;40.69534;-70.88074;14.000;32.1863;32.1570;23.4322;23.3716;303.069;292.881;244.60458;244.29384;16.6632;16.8258;1508.81;1509.27;0.512;1.106;46;0.0000e+00
1852;208.463608;77.122;15.117;15.0573;15.2372;0.1799;3.991485;4.006624;0.017824;4.1497;0.9232;79.3907;0.2583;1.0640;2.7113;54.23;2.4778;2.9424;2.9424;3.6068;3.6069;0.1514;2.5954e+01;5.6039e+00;0.0000;4.6319e+02;1;40.69533;-70.88074;15.000;32.2233;32.2113;23.8194;23.7714;314.727;305.346;252.31764;252.08667;15.0550;15.2349;1503.87;1504.42;0.405;1.148;61;0.0000e+00
1910;208.463623;79.553;16.125;14.4451;14.4621;0.0170;3.938052;3.939220;0.003141;4.1760;0.8975;79.9016;0.2538;1.0369;2.6427;52.85;2.4147;2.9444;2.9445;3.6321;3.6322;0.1524;2.2428e+01;4.9000e+00;0.0000;4.5767e+02;1;40.69532;-70.88072;16.000;32.2461;32.2426;23.9679;23.9617;315.988;310.354;255.34938;255.15178;14.4428;14.4598;1501.96;1502.01;0.516;1.189;47;0.0000e+00
1955;208.463654;81.427;17.133;13.8409;13.9751;0.1342;3.884194;3.896399;0.013403;4.2066;0.8678;80.4969;0.2471;0.9964;2.6135;52.27;2.3490;2.9283;2.9284;3.6086;3.6087;0.1523;1.9285e+01;4.1555e+00;0.0000;4.6434e+02;1;40.69530;-70.88072;17.000;32.2560;32.2562;24.1000;24.0730;317.609;309.288;258.45895;258.29663;13.8385;13.9727;1500.01;1500.45;0.458;1.228;53;0.0000e+00
2017;208.463684;83.983;18.141;13.0019;13.1896;0.1877;3.810278;3.826304;0.018893;4.2667;0.8103;81.6640;0.2366;0.9336;2.5230;50.46;2.3049;2.9219;2.9219;3.6057;3.6058;0.1521;1.7396e+01;3.7550e+00;0.0000;4.6322e+02;1;40.69530;-70.88072;18.000;32.2753;32.2662;24.2828;24.2384;323.797;315.183;262.87057;262.76004;12.9995;13.1872;1497.27;1497.88;0.406;1.265;60;0.0000e+00
2069;208.463699;86.187;19.149;12.3797;12.4490;0.0693;3.758845;3.764538;0.007973;4.2931;0.7853;82.1763;0.2244;0.8603;2.4990;49.98;2.2346;2.9148;2.9148;3.5951;3.5952;0.1241;1.4790e+01;3.1638e+00;0.0000;4.6757e+02;1;40.69528;-70.88074;19.000;32.3192;32.3140;24.4367;24.4195;327.447;319.555;266.18228;266.11298;12.3772;12.4466;1495.24;1495.47;0.487;1.301;49;0.0000e+00
2117;208.463730;88.160;20.157;11.6854;11.7196;0.0342;3.699695;3.702256;0.004764;4.3122;0.7671;82.5486;0.2231;0.8523;2.4484;48.97;2.1793;2.9101;2.9101;3.5909;3.5910;0.1517;1.3003e+01;2.8260e+00;0.0000;4.6006e+02;1;40.69527;-70.88074;20.000;32.3498;32.3449;24.5898;24.5797;330.123;321.519;270.00848;269.98755;11.6829;11.7171;1492.90;1493.02;0.508;1.336;47;0.0000e+00
2172;208.463760;90.443;21.165;11.0083;11.1140;0.1056;3.640042;3.649112;0.010776;4.3141;0.7654;82.5853;0.2380;0.9419;2.3536;47.07;2.1356;2.8622;2.8622;3.5135;3.5136;0.1517;1.1754e+01;2.5361e+00;0.0000;4.6378e+02;1;40.69526;-70.88074;21.000;32.3577;32.3543;24.7173;24.6960;322.562;311.837;273.88428;273.91299;11.0058;11.1114;1490.56;1490.93;0.401;1.369;62;0.0000e+00
2227;208.463776;92.737;22.172;10.3207;10.3602;0.0396;3.578860;3.582097;0.005732;4.3457;0.7358;83.1985;0.2297;0.8920;2.3335;46.67;2.0749;2.7856;2.7856;3.4154;3.4154;0.1515;1.0205e+01;2.1851e+00;0.0000;4.6690e+02;1;40.69526;-70.88074;22.000;32.3569;32.3542;24.8354;24.8265;317.535;310.329;277.94250;278.02432;10.3181;10.3577;1488.13;1488.27;0.528;1.401;45;0.0000e+00
2273;208.463806;94.668;23.180;9.9654;9.9985;0.0331;3.547308;3.550316;0.003816;4.3506;0.7311;83.2948;0.2286;0.8856;2.2754;45.51;2.0230;2.7330;2.7330;3.3527;3.3527;0.1514;9.0513e+00;1.9514e+00;0.0000;4.6389e+02;1;40.69524;-70.88074;23.000;32.3556;32.3564;24.8937;24.8890;310.533;301.107;280.08484;280.19519;9.9628;9.9959;1486.87;1486.99;0.456;1.432;55;0.0000e+00
2328;208.463837;96.951;24.188;9.6977;9.7211;0.0234;3.523395;3.525455;0.003316;4.3251;0.7551;82.7978;0.2532;1.0333;2.2073;44.15;1.9665;2.6424;2.6424;3.2307;3.2307;0.1255;7.9348e+00;1.6976e+00;0.0000;4.6737e+02;1;40.69523;-70.88074;24.000;32.3523;32.3523;24.9351;24.9312;299.963;293.836;281.72449;281.85690;9.6950;9.7185;1485.91;1485.99;0.496;1.462;48;0.0000e+00
2374;208.463852;98.868;25.196;9.4757;9.4820;0.0062;3.504509;3.505060;0.001117;4.3088;0.7704;82.4820;0.2818;1.2046;2.1580;43.16;1.9070;2.6166;2.6166;3.2406;3.2406;0.1491;6.9087e+00;1.4820e+00;0.0000;4.6620e+02;1;40.69522;-70.88074;25.000;32.3588;32.3588;24.9760;24.9750;307.755;305.405;283.07852;283.22974;9.4730;9.4793;1485.12;1485.15;0.505;1.492;48;0.0000e+00
2423;208.463882;100.925;26.204;9.4686;9.4687;0.0001;3.506808;3.507001;0.000302;4.3442;0.7371;83.1703;0.2592;1.0694;2.1011;42.02;1.8433;2.6384;2.6384;3.2895;3.2895;0.1511;5.9555e+00;1.2750e+00;0.0000;4.6708e+02;1;40.69521;-70.88074;26.000;32.3884;32.3903;25.0003;25.0017;314.434;311.569;283.06219;283.21451;9.4658;9.4659;1485.15;1485.15;0.483;1.522;50;0.0000e+00
2475;208.463898;103.096;27.212;9.3939;9.4003;0.0065;3.501579;3.502210;0.000929;4.3821;0.7019;83.9056;0.2302;0.8954;2.0344;40.69;1.7820;2.6613;2.6613;3.3154;3.3154;0.1509;5.1573e+00;1.1046e+00;0.0000;4.6693e+02;1;40.69520;-70.88074;27.000;32.4019;32.4025;25.0227;25.0222;314.646;309.351;283.49792;283.65683;9.3910;9.3974;1484.91;1484.93;0.474;1.552;51;0.0000e+00
2521;208.463928;105.016;28.220;9.2381;9.2443;0.0062;3.488759;3.489368;0.001164;4.3996;0.6857;84.2458;0.2173;0.8179;2.0097;40.19;1.7170;2.6477;2.6476;3.2853;3.2853;0.1509;4.4298e+00;9.4823e-01;0.0000;4.6714e+02;1;40.69520;-70.88074;28.000;32.4106;32.4113;25.0542;25.0538;309.971;305.218;284.44992;284.62238;9.2352;9.2413;1484.36;1484.39;0.536;1.581;45;0.0000e+00
2571;208.463943;107.096;29.228;9.1141;9.1216;0.0076;3.478517;3.479326;0.001174;4.3923;0.6925;84.1043;0.2334;0.9146;1.9225;38.45;1.6679;2.6186;2.6186;3.2521;3.2521;0.1509;3.9454e+00;8.4372e-01;0.0000;4.6769e+02;1;40.69518;-70.88074;29.000;32.4171;32.4186;25.0788;25.0788;305.471;301.686;285.21356;285.39697;9.1110;9.1186;1483.93;1483.96;0.445;1.610;55;0.0000e+00
2625;208.463974;109.328;30.236;9.0341;9.0396;0.0055;3.471941;3.472592;0.000943;4.3888;0.6957;84.0360;0.2445;0.9812;1.8782;37.56;1.6083;2.5767;2.5767;3.1886;3.1886;0.1228;3.4284e+00;7.2531e-01;0.0000;4.7261e+02;1;40.69518;-70.88074;30.000;32.4213;32.4231;25.0946;25.0951;297.973;292.827;285.70746;285.89798;9.0310;9.0364;1483.66;1483.68;0.497;1.639;48;0.0000e+00
2670;208.463989;111.203;31.244;8.8525;8.8622;0.0097;3.456422;3.457388;0.001637;4.3734;0.7100;83.7372;0.2657;1.1083;1.8281;36.56;1.5492;2.5356;2.5356;3.1371;3.1371;0.1504;2.9813e+00;6.4052e-01;0.0000;4.6542e+02;1;40.69516;-70.88074;31.000;32.4253;32.4265;25.1257;25.1252;293.883;290.070;286.84732;287.05405;8.8493;8.8590;1483.00;1483.04;0.532;1.668;45;0.0000e+00
2721;208.464020;113.337;32.252;8.7527;8.7587;0.0060;3.447731;3.448439;0.000910;4.3803;0.7036;83.8709;0.2739;1.1574;1.7549;35.10;1.4890;2.4989;2.4988;3.0949;3.0948;0.1503;2.5842e+00;5.5008e-01;0.0000;4.6982e+02;1;40.69515;-70.88074;32.000;32.4255;32.4274;25.1412;25.1418;290.611;287.175;287.48117;287.69687;8.7494;8.7554;1482.65;1482.67;0.438;1.697;57;0.0000e+00
2772;208.464050;115.478;33.260;8.7072;8.7075;0.0003;3.444006;3.444255;0.000397;4.3713;0.7119;83.6969;0.2871;1.2368;1.7248;34.50;1.4239;2.4709;2.4709;3.0628;3.0627;0.1503;2.2124e+00;4.7237e-01;0.0000;4.6842e+02;1;40.69514;-70.88072;33.000;32.4278;32.4302;25.1500;25.1518;287.773;284.973;287.76660;287.98648;8.7038;8.7041;1482.50;1482.50;0.523;1.725;45;0.0000e+00
2820;208.464066;117.476;34.268;8.6608;8.6629;0.0021;3.440018;3.440421;0.000582;4.3734;0.7100;83.7367;0.2881;1.2423;1.6569;33.14;1.3605;2.4496;2.4496;3.0403;3.0403;0.1503;1.9000e+00;4.0386e-01;0.0000;4.7043e+02;1;40.69513;-70.88072;34.000;32.4281;32.4305;25.1573;25.1588;285.470;282.627;288.06192;288.28601;8.6574;8.6594;1482.34;1482.35;0.471;1.753;53;0.0000e+00
2870;208.464096;119.559;35.275;8.6031;8.6053;0.0022;3.434894;3.435282;0.000627;4.3818;0.7022;83.9007;0.2790;1.1878;1.6061;32.12;1.2972;2.4293;2.4293;3.0159;3.0158;0.1366;1.6307e+00;3.4527e-01;0.0000;4.7247e+02;1;40.69512;-70.88072;35.000;32.4270;32.4290;25.1651;25.1664;282.978;280.798;288.43414;288.66348;8.5995;8.6017;1482.14;1482.15;0.510;1.781;46;0.0000e+00
2921;208.464111;121.683;36.283;8.5443;8.5496;0.0052;3.429844;3.430487;0.000805;4.3820;0.7020;83.9035;0.2769;1.1756;1.5477;30.95;1.2350;2.4056;2.4055;2.9830;2.9830;0.1382;1.4009e+00;2.9369e-01;0.0000;4.7689e+02;1;40.69510;-70.88072;36.000;32.4275;32.4295;25.1744;25.1751;278.001;274.224;288.81003;289.04474;8.5407;8.5459;1481.94;1481.96;0.446;1.810;56;0.0000e+00
2971;208.464142;123.756;37.291;8.4768;8.4787;0.0019;3.424821;3.425027;0.000517;4.3759;0.7076;83.7865;0.2836;1.2154;1.5002;30.00;1.1707;2.3607;2.3606;2.9131;2.9130;0.1503;1.1964e+00;2.5696e-01;0.0000;4.6563e+02;1;40.69510;-70.88072;37.000;32.4364;32.4368;25.1915;25.1915;268.607;265.735;289.22586;289.46695;8.4731;8.4750;1481.71;1481.72;0.565;1.838;42;0.0000e+00
3015;208.464157;125.567;38.299;8.3866;8.3909;0.0043;3.417901;3.418376;0.000558;4.3947;0.6902;84.1512;0.2736;1.1557;1.4474;28.95;1.1077;2.3143;2.3142;2.8604;2.8603;0.1501;1.0235e+00;2.1636e-01;0.0000;4.7332e+02;1;40.69509;-70.88072;38.000;32.4461;32.4472;25.2126;25.2128;262.329;260.357;289.78751;290.03717;8.3828;8.3871;1481.40;1481.42;0.475;1.865;52;0.0000e+00
3075;208.464188;128.076;39.307;8.3145;8.3290;0.0146;3.412631;3.413845;0.001450;4.4115;0.6747;84.4784;0.2501;1.0143;1.3745;27.49;1.0481;2.2555;2.2554;2.7825;2.7824;0.1500;8.7993e-01;1.8619e-01;0.0000;4.7246e+02;1;40.69508;-70.88072;39.000;32.4566;32.4560;25.2315;25.2288;255.660;252.932;290.23245;290.48904;8.3106;8.3252;1481.16;1481.21;0.423;1.893;57;0.0000e+00
3124;208.464218;130.114;40.315;8.2204;8.2252;0.0047;3.405970;3.406398;0.000684;4.4305;0.6573;84.8473;0.2189;0.8274;1.3424;26.85;0.9791;2.2211;2.2210;2.7431;2.7430;0.1498;7.3827e-01;1.5644e-01;0.0000;4.7205e+02;1;40.69507;-70.88073;40.000;32.4726;32.4728;25.2579;25.2573;252.689;251.491;290.80948;291.07523;8.2165;8.2212;1480.84;1480.86;0.511;1.921;47;0.0000e+00
3170;208.464233;132.022;41.323;8.1737;8.1719;-0.0018;3.403317;3.403329;0.000026;4.4246;0.6627;84.7315;0.1942;0.6789;1.2838;25.68;0.9214;2.1958;2.1957;2.7157;2.7155;0.1207;6.3521e-01;1.3400e-01;0.0000;4.7400e+02;1;40.69506;-70.88074;41.000;32.4873;32.4891;25.2762;25.2779;249.245;247.554;291.08246;291.35291;8.1697;8.1679;1480.70;1480.69;0.532;1.948;45;0.0000e+00
3221;208.464264;134.157;42.331;8.1622;8.1633;0.0011;3.403747;3.403873;0.000219;4.4267;0.6608;84.7730;0.1716;0.5439;1.2190;24.38;0.8778;2.1602;2.1601;2.6637;2.6635;0.1544;5.6594e-01;1.1897e-01;0.0000;4.7574e+02;1;40.69504;-70.88074;42.000;32.5020;32.5024;25.2895;25.2896;242.653;240.437;291.12643;291.39825;8.1581;8.1592;1480.69;1480.69;0.455;1.975;54;0.0000e+00
3266;208.464279;136.062;43.339;8.1080;8.1072;-0.0007;3.399556;3.399611;0.000210;4.3994;0.6859;84.2432;0.1574;0.4584;1.1850;23.70;0.8227;2.1236;2.1235;2.6138;2.6136;0.2021;4.8821e-01;1.0254e-01;0.0000;4.7613e+02;1;40.69504;-70.88074;43.000;32.5074;32.5087;25.3016;25.3028;237.097;235.031;291.46906;291.74612;8.1038;8.1030;1480.51;1480.51;0.570;2.002;41;0.0000e+00
3317;208.464310;138.155;44.347;8.0578;8.0596;0.0018;3.395126;3.395439;0.000445;4.3797;0.7041;83.8591;0.1407;0.3583;1.1078;22.16;0.7757;2.0882;2.0881;2.5730;2.5729;0.2490;4.2901e-01;9.1117e-02;0.0000;4.7075e+02;1;40.69502;-70.88074;44.000;32.5064;32.5081;25.3082;25.3092;233.902;233.335;291.79938;292.08124;8.0535;8.0553;1480.33;1480.34;0.420;2.029;59;0.0000e+00
3373;208.464340;140.503;45.355;8.0407;8.0386;-0.0021;3.393651;3.393630;-0.000012;4.3576;0.7246;83.4308;0.1328;0.3108;1.0626;21.25;0.7177;2.0651;2.0650;2.5525;2.5524;0.2346;3.6447e-01;7.7254e-02;0.0000;4.7192e+02;1;40.69501;-70.88074;45.000;32.5061;32.5079;25.3105;25.3121;232.852;232.545;291.91187;292.19534;8.0363;8.0342;1480.28;1480.28;0.486;2.055;50;0.0000e+00
3418;208.464355;142.380;46.363;8.0351;8.0336;-0.0015;3.393392;3.393409;0.000049;4.3321;0.7485;82.9346;0.1306;0.2977;1.0187;20.37;0.6703;2.0561;2.0559;2.5451;2.5450;0.2194;3.1771e-01;6.7616e-02;0.0000;4.6980e+02;1;40.69500;-70.88074;46.000;32.5081;32.5098;25.3129;25.3144;232.285;232.441;291.94443;292.22852;8.0306;8.0291;1480.28;1480.28;0.514;2.082;46;0.0000e+00
3475;208.464386;144.743;47.371;8.0286;8.0275;-0.0011;3.393154;3.393205;0.000060;4.3511;0.7307;83.3042;0.1288;0.2868;0.9495;18.99;0.6257;2.0487;2.0486;2.5381;2.5379;0.2322;2.7796e-01;5.7483e-02;0.0000;4.8410e+02;1;40.69498;-70.88074;47.000;32.5112;32.5128;25.3163;25.3176;231.761;231.329;291.98077;292.26553;8.0240;8.0229;1480.28;1480.27;0.417;2.109;58;0.0000e+00
3522;208.464401;146.710;48.379;8.0263;8.0243;-0.0020;3.393086;3.393083;0.000004;4.3413;0.7399;83.1132;0.1280;0.2817;0.9183;18.37;0.5763;2.0450;2.0448;2.5310;2.5308;0.2412;2.3880e-01;4.9425e-02;0.0000;4.8294e+02;1;40.69498;-70.88074;48.000;32.5122;32.5140;25.3173;25.3190;231.335;231.072;291.99371;292.27872;8.0216;8.0196;1480.29;1480.28;0.536;2.136;45;0.0000e+00
3572;208.464432;148.775;49.387;8.0254;8.0236;-0.0018;3.393092;3.393090;0.000006;4.3401;0.7410;83.0907;0.1266;0.2734;0.8432;16.86;0.5314;2.0389;2.0388;2.5227;2.5226;0.2396;2.0655e-01;4.3228e-02;0.0000;4.7796e+02;1;40.69497;-70.88074;49.000;32.5126;32.5142;25.3178;25.3193;229.784;229.255;291.99860;292.28369;8.0206;8.0189;1480.30;1480.29;0.488;2.162;50;0.0000e+00
3616;208.464447;150.642;50.395;8.0078;8.0068;-0.0010;3.392799;3.392794;0.000007;3.9491;1.2303;75.4926;0.1241;0.2589;0.8050;16.10;0.4797;2.0303;2.0302;2.5114;2.5112;0.2642;1.7364e-01;3.6705e-02;0.0000;4.7284e+02;1;40.69496;-70.88074;50.000;32.5253;32.5262;25.3304;25.3312;228.478;228.244;292.08688;292.37393;8.0029;8.0019;1480.26;1480.26;0.552;2.189;43;0.0000e+00
3665;208.464478;152.647;51.403;7.9925;7.9911;-0.0014;3.392760;3.392739;-0.000019;0.1680;23.1733;2.0217;0.1139;0.1974;0.7437;14.87;0.4190;2.0221;2.0219;2.5000;2.4998;0.2890;1.3956e-01;2.9857e-02;0.0000;4.6762e+02;1;40.69495;-70.88074;51.000;32.5387;32.5398;25.3431;25.3441;227.465;227.055;292.15900;292.44775;7.9875;7.9862;1480.24;1480.24;0.463;2.216;53;0.0000e+00
3719;208.464508;154.935;52.411;7.9814;7.9804;-0.0010;3.392794;3.392769;-0.000028;0.0673;29.6434;0.0645;0.1115;0.1829;0.6926;13.85;0.3812;2.0136;2.0134;2.4912;2.4910;0.2686;1.2053e-01;2.5367e-02;0.0000;4.7510e+02;1;40.69494;-70.88074;52.000;32.5489;32.5496;25.3527;25.3534;226.540;226.625;292.21011;292.50015;7.9763;7.9753;1480.23;1480.22;0.436;2.242;56;0.0000e+00
3771;208.464523;157.090;53.420;7.9725;7.9707;-0.0018;3.392972;3.392948;-0.000026;0.0678;28.9247;0.0736;0.1097;0.1720;0.6439;12.88;0.3234;2.0081;2.0079;2.4864;2.4862;0.2995;9.4612e-02;1.9779e-02;0.0000;4.7873e+02;1;40.69493;-70.88074;53.000;32.5587;32.5601;25.3617;25.3630;225.980;226.288;292.24799;292.53909;7.9673;7.9655;1480.22;1480.22;0.491;2.269;48;0.0000e+00
3824;208.464554;159.277;54.428;7.9682;7.9666;-0.0015;3.393026;3.393008;-0.000018;0.5969;21.9620;10.3545;0.1096;0.1715;0.5875;11.75;0.2724;2.0030;2.0028;2.4808;2.4806;0.2944;7.4380e-02;1.5349e-02;0.0000;4.8423e+02;1;40.69492;-70.88074;54.000;32.5628;32.5640;25.3655;25.3667;225.310;225.554;292.26752;292.55911;7.9629;7.9614;1480.23;1480.22;0.461;2.295;53;0.0000e+00
3869;208.464569;161.185;55.436;7.9618;7.9602;-0.0016;3.393121;3.393098;-0.000024;3.1532;2.2131;60.0281;0.1131;0.1927;0.5499;11.00;0.2310;1.9986;1.9984;2.4749;2.4747;0.3081;5.9584e-02;1.2631e-02;0.0000;4.7170e+02;1;40.69492;-70.88074;55.000;32.5693;32.5705;25.3716;25.3728;224.543;224.675;292.29556;292.58792;7.9564;7.9548;1480.23;1480.22;0.577;2.321;42;0.0000e+00
3913;208.464600;163.011;56.444;7.9482;7.9475;-0.0007;3.393186;3.393160;-0.000037;1.9742;8.1962;37.1172;0.1103;0.1760;0.4894;9.79;0.1797;1.9932;1.9930;2.4678;2.4676;0.2971;4.3204e-02;9.1762e-03;0.0000;4.7062e+02;1;40.69490;-70.88074;56.000;32.5821;32.5826;25.3836;25.3841;223.801;224.127;292.35736;292.65131;7.9428;7.9420;1480.21;1480.20;0.509;2.347;47;0.0000e+00
3966;208.464615;165.214;57.452;7.9112;7.9116;0.0004;3.394051;3.393957;-0.000126;1.5942;5.4570;29.7335;0.1076;0.1595;0.4309;8.62;0.1355;1.9894;1.9892;2.4642;2.4640;0.3131;3.0519e-02;6.4473e-03;0.0000;4.7381e+02;1;40.69490;-70.88074;57.000;32.6254;32.6240;25.4230;25.4218;223.996;224.396;292.50870;292.80710;7.9056;7.9061;1480.14;1480.14;0.418;2.373;59;0.0000e+00
4027;208.464645;167.754;58.460;7.9009;7.8996;-0.0013;3.394404;3.394367;-0.000042;1.8118;7.1203;33.9614;0.1079;0.1616;0.3770;7.54;0.1025;1.9885;1.9884;2.4632;2.4630;0.2715;2.1817e-02;4.5131e-03;0.0000;4.8343e+02;1;40.69488;-70.88074;58.000;32.6383;32.6392;25.4346;25.4354;224.112;224.445;292.54886;292.84848;7.8953;7.8940;1480.13;1480.13;0.401;2.399;60;0.0000e+00
