Scan;TimeJ;TimeS;PrDM;T090C;T190C;T2-T190C;C0S/m;C1S/m;C2-C1S/m;V0;CStarAt0;CStarTr0;V1;FlECO-AFL;V2;AltM;V3;V4;Sbeox0V;V5;Sbeox1V;V6;Par;Cpar;V7;Spar;Pumps;Latitude;Longitude;DepSM;Sal00;Sal11;Sigma-é00;Sigma-é11;Sbox0Mm/Kg;Sbox1Mm/Kg;OxsolMm/Kg;OxsatMm/Kg;Potemp090C;Potemp190C;SvCM;SvCM1;Dz/dtM;Gpa;Nbin;Flag
1834;208.085495;76.365;15.118;12.4166;12.4248;0.0081;3.761825;3.762921;0.001377;4.2232;0.8518;80.8191;0.2688;1.1270;1.5888;31.78;0.0054;2.7747;2.7747;3.4042;3.4042;0.1514;2.4120e-05;1.4184e-03;0.0000;1.7005e+00;1;41.06812;-70.77069;15.000;32.3177;32.3211;24.4286;24.4298;302.591;293.825;265.97656;265.90460;12.4147;12.4228;1495.30;1495.33;0.316;0.916;77;0.0000e+00
1893;208.085526;78.829;16.126;11.8647;11.8983;0.0336;3.713622;3.716039;0.004050;4.1830;0.8909;80.0374;0.2960;1.2900;1.5463;30.93;0.0051;2.7118;2.7118;3.3212;3.3212;0.1492;8.8069e-06;5.1790e-04;0.0000;1.7005e+00;1;41.06812;-70.77068;16.000;32.3306;32.3248;24.5419;24.5312;298.240;290.652;269.02982;268.99591;11.8627;11.8963;1493.44;1493.54;0.484;0.950;49;0.0000e+00
1957;208.085556;81.503;17.134;11.7171;11.7235;0.0064;3.700152;3.700931;0.001073;4.0376;1.0345;77.2128;0.4755;2.3672;1.4765;29.53;0.0050;2.6583;2.6583;3.2635;3.2635;0.1490;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06812;-70.77068;17.000;32.3279;32.3299;24.5671;24.5674;292.708;286.976;269.86697;269.84341;11.7150;11.7214;1492.94;1492.96;0.335;0.984;73;0.0000e+00
2013;208.085587;83.827;18.142;11.4813;11.4989;0.0175;3.680247;3.681540;0.002228;3.9157;1.1595;74.8440;0.6119;3.1853;1.4401;28.80;0.0051;2.6411;2.6411;3.2647;3.2647;0.1490;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06812;-70.77068;18.000;32.3392;32.3365;24.6187;24.6134;297.093;292.350;271.18759;271.18106;11.4791;11.4967;1492.15;1492.21;0.542;1.018;43;0.0000e+00
2075;208.085617;86.421;19.149;11.3535;11.3667;0.0132;3.669655;3.671157;0.001640;4.0106;1.0618;76.6868;0.5313;2.7016;1.3726;27.45;0.0052;2.6479;2.6479;3.2778;3.2778;0.1334;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06812;-70.77068;19.000;32.3469;32.3501;24.6478;24.6479;298.353;293.386;271.90414;271.90701;11.3512;11.3644;1491.73;1491.78;0.314;1.051;81;0.0000e+00
2137;208.085648;88.983;20.157;11.2927;11.2947;0.0020;3.664685;3.665051;0.000598;3.9693;1.1039;75.8843;0.5568;2.8549;1.3396;26.79;0.0052;2.6487;2.6487;3.2810;3.2810;0.1488;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06812;-70.77068;20.000;32.3511;32.3529;24.6619;24.6629;298.362;294.103;272.24582;272.25320;11.2903;11.2923;1491.54;1491.55;0.538;1.084;43;0.0000e+00
2191;208.085678;91.268;21.165;11.2506;11.2533;0.0027;3.661247;3.661844;0.000711;3.9626;1.1107;75.7557;0.5817;3.0042;1.2679;25.36;0.0052;2.6448;2.6448;3.2773;3.2773;0.1489;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06812;-70.77067;21.000;32.3538;32.3573;24.6716;24.6738;297.789;293.180;272.48309;272.49359;11.2481;11.2508;1491.41;1491.42;0.354;1.117;72;0.0000e+00
2262;208.085709;94.227;22.173;11.2195;11.2207;0.0012;3.658732;3.659031;0.000426;4.0776;0.9949;77.9886;0.4805;2.3969;1.2160;24.32;0.0052;2.6366;2.6366;3.2623;3.2623;0.1488;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06812;-70.77066;22.000;32.3560;32.3579;24.6788;24.6801;296.708;291.789;272.65833;272.67114;11.2169;11.2180;1491.32;1491.33;0.427;1.150;57;0.0000e+00
2310;208.085724;96.194;23.181;11.1864;11.1862;-0.0002;3.655981;3.656203;0.000288;4.1859;0.8879;80.0945;0.3847;1.8221;1.1701;23.40;0.0052;2.6318;2.6318;3.2608;3.2608;0.1347;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06812;-70.77066;23.000;32.3575;32.3599;24.6859;24.6878;296.459;292.338;272.84634;272.86166;11.1837;11.1835;1491.22;1491.23;0.504;1.183;47;0.0000e+00
2370;208.085754;98.704;24.189;11.1584;11.1615;0.0031;3.653695;3.654184;0.000592;4.1908;0.8832;80.1894;0.3767;1.7740;1.1033;22.07;0.0051;2.6261;2.6261;3.2566;3.2566;0.1404;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06812;-70.77066;24.000;32.3592;32.3613;24.6923;24.6934;295.853;291.718;273.00525;273.02264;11.1555;11.1586;1491.14;1491.16;0.349;1.216;71;0.0000e+00
2429;208.085785;101.166;25.197;11.1350;11.1339;-0.0010;3.651715;3.651862;0.000184;4.2044;0.8700;80.4531;0.3804;1.7963;1.0643;21.29;0.0051;2.6205;2.6205;3.2466;3.2466;0.1488;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06812;-70.77066;25.000;32.3599;32.3623;24.6970;24.6990;295.451;291.192;273.13956;273.15869;11.1320;11.1309;1491.08;1491.08;0.538;1.248;44;0.0000e+00
2480;208.085815;103.284;26.205;11.1150;11.1180;0.0030;3.650058;3.650646;0.000654;4.2019;0.8724;80.4042;0.3900;1.8538;1.0081;20.16;0.0052;2.6156;2.6156;3.2415;3.2415;0.1486;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06811;-70.77065;26.000;32.3607;32.3639;24.7012;24.7031;294.504;290.132;273.25385;273.27451;11.1118;11.1149;1491.03;1491.04;0.379;1.281;68;0.0000e+00
2546;208.085846;106.049;27.213;11.0717;11.0721;0.0004;3.646492;3.646661;0.000293;4.2127;0.8619;80.6150;0.3742;1.7590;0.9553;19.11;0.0050;2.6052;2.6052;3.2295;3.2295;0.1484;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06810;-70.77064;27.000;32.3632;32.3645;24.7108;24.7118;293.300;289.953;273.49994;273.52386;11.0685;11.0689;1490.89;1490.90;0.445;1.314;53;0.0000e+00
2599;208.085876;108.254;28.221;11.0517;11.0508;-0.0009;3.644813;3.644964;0.000193;4.2021;0.8722;80.4092;0.3781;1.7829;0.9053;18.11;0.0052;2.5977;2.5977;3.2257;3.2257;0.1269;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06810;-70.77064;28.000;32.3638;32.3661;24.7148;24.7168;292.350;288.948;273.61514;273.64056;11.0483;11.0474;1490.84;1490.84;0.420;1.346;59;0.0000e+00
2658;208.085907;110.704;29.229;11.0257;11.0273;0.0016;3.642675;3.642954;0.000401;4.2164;0.8585;80.6856;0.3648;1.7028;0.8510;17.02;0.0051;2.5842;2.5842;3.2049;3.2049;0.1494;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06810;-70.77064;29.000;32.3652;32.3665;24.7205;24.7212;289.586;285.988;273.76355;273.79095;11.0223;11.0239;1490.77;1490.77;0.447;1.379;54;0.0000e+00
2705;208.085922;112.686;30.237;10.9824;10.9837;0.0013;3.638994;3.639262;0.000374;4.1724;0.9010;79.8324;0.3686;1.7258;0.8018;16.04;0.0051;2.5688;2.5688;3.1904;3.1903;0.1485;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06810;-70.77064;30.000;32.3665;32.3680;24.7291;24.7301;288.426;285.884;274.01303;274.04367;10.9788;10.9802;1490.63;1490.64;0.503;1.411;47;0.0000e+00
2768;208.085953;115.306;31.245;10.9540;10.9557;0.0017;3.636590;3.636998;0.000469;4.1038;0.9684;78.4977;0.4984;2.5045;0.7432;14.86;0.0051;2.5611;2.5611;3.1815;3.1815;0.1484;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06810;-70.77064;31.000;32.3674;32.3700;24.7348;24.7365;288.068;284.886;274.17709;274.20990;10.9503;10.9520;1490.55;1490.56;0.323;1.443;77;0.0000e+00
2835;208.085983;118.092;32.253;10.9139;10.9154;0.0015;3.633207;3.633457;0.000422;4.0315;1.0406;77.0943;0.7041;3.7387;0.6997;13.99;0.0050;2.5431;2.5431;3.1551;3.1551;0.1483;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06810;-70.77063;32.000;32.3688;32.3700;24.7430;24.7436;284.098;281.171;274.40823;274.44409;10.9101;10.9116;1490.43;1490.43;0.512;1.476;47;0.0000e+00
2884;208.086014;120.105;33.261;10.8539;10.8569;0.0030;3.630347;3.628627;-0.001601;3.9833;1.0898;76.1564;0.7770;4.1758;0.6492;12.98;0.0051;2.5229;2.5229;3.1271;3.1271;0.1305;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06810;-70.77062;33.000;32.3931;32.3733;24.7724;24.7565;281.249;277.663;274.71185;274.75262;10.8500;10.8530;1490.26;1490.25;0.393;1.508;66;0.0000e+00
2945;208.086044;122.652;34.269;10.7923;10.7969;0.0046;3.622789;3.623299;0.000862;4.0667;1.0053;77.7769;0.6956;3.6878;0.6002;12.00;0.0053;2.4889;2.4889;3.0751;3.0751;0.1487;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06810;-70.77062;34.000;32.3721;32.3731;24.7667;24.7667;275.811;272.062;275.11414;275.15930;10.7883;10.7929;1490.03;1490.05;0.517;1.540;45;0.0000e+00
2992;208.086060;124.617;35.277;10.5976;10.6117;0.0141;3.606016;3.607197;0.001660;4.1188;0.9536;78.7907;0.6256;3.2675;0.5438;10.88;0.0053;2.4557;2.4556;3.0318;3.0318;0.1480;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06810;-70.77062;35.000;32.3771;32.3764;24.8043;24.8013;271.563;267.773;276.25214;276.31238;10.5935;10.6077;1489.36;1489.41;0.437;1.572;57;0.0000e+00
3057;208.086090;127.325;36.285;10.3930;10.4013;0.0084;3.587729;3.588410;0.001215;4.1223;0.9501;78.8574;0.5705;2.9373;0.4866;9.73;0.0053;2.3985;2.3984;2.9529;2.9528;0.1479;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06810;-70.77061;36.000;32.3756;32.3750;24.8381;24.8362;262.711;258.319;277.47107;277.54733;10.3888;10.3972;1488.65;1488.68;0.367;1.603;66;0.0000e+00
3114;208.086121;129.717;37.293;10.0954;10.1236;0.0282;3.561103;3.563184;0.002978;4.1116;0.9608;78.6502;0.4869;2.4357;0.4403;8.81;0.0052;2.3354;2.3353;2.8714;2.8713;0.1479;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06810;-70.77060;37.000;32.3726;32.3685;24.8858;24.8778;256.369;253.565;279.26376;279.36380;10.0912;10.1194;1487.59;1487.69;0.450;1.634;53;0.0000e+00
3172;208.086151;132.109;38.301;9.9170;9.9274;0.0104;3.545137;3.546140;0.001200;4.0525;1.0195;77.5011;0.4391;2.1485;0.3897;7.79;0.0052;2.2969;2.2968;2.8335;2.8334;0.1254;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06810;-70.77060;38.000;32.3704;32.3712;24.9136;24.9126;254.874;252.347;280.34750;280.46204;9.9128;9.9232;1486.96;1487.00;0.411;1.665;58;0.0000e+00
3230;208.086182;134.561;39.309;9.8598;9.8644;0.0046;3.540155;3.540623;0.000615;4.0229;1.0493;76.9263;0.4405;2.1571;0.3401;6.80;0.0052;2.2779;2.2778;2.8145;2.8144;0.1485;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06810;-70.77060;39.000;32.3707;32.3714;24.9233;24.9231;254.186;252.174;280.69522;280.81445;9.8554;9.8600;1486.77;1486.79;0.422;1.696;58;0.0000e+00
3283;208.086197;136.754;40.317;9.8456;9.8470;0.0014;3.539004;3.539284;0.000342;3.9933;1.0793;76.3513;0.4277;2.0805;0.2904;5.81;0.0054;2.2689;2.2688;2.8094;2.8093;0.1477;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06809;-70.77060;40.000;32.3713;32.3729;24.9261;24.9271;253.428;252.158;280.78030;280.90073;9.8412;9.8425;1486.74;1486.74;0.419;1.726;58;0.0000e+00
3350;208.086227;139.529;41.325;9.8344;9.8355;0.0010;3.538125;3.538386;0.000303;3.9883;1.0844;76.2539;0.4550;2.2439;0.2334;4.67;0.0056;2.2608;2.2608;2.8059;2.8058;0.1477;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06808;-70.77060;41.000;32.3719;32.3737;24.9285;24.9296;252.905;251.896;280.84717;280.96854;9.8299;9.8309;1486.71;1486.72;0.412;1.757;59;0.0000e+00
3403;208.086258;141.763;42.333;9.8287;9.8279;-0.0008;3.537732;3.537849;0.000147;3.9711;1.1020;75.9200;0.4406;2.1573;0.1819;3.64;0.0055;2.2581;2.2580;2.8031;2.8030;0.1409;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06808;-70.77058;42.000;32.3726;32.3746;24.9300;24.9316;252.652;251.652;280.88062;281.00244;9.8241;9.8232;1486.71;1486.71;0.356;1.787;69;0.0000e+00
3485;208.086304;145.178;43.341;9.8180;9.8166;-0.0014;3.536862;3.536921;0.000095;3.9581;1.1153;75.6674;0.4337;2.1162;0.1338;2.68;0.0058;2.2545;2.2544;2.7979;2.7978;0.1372;1.0000e-12;5.8807e-11;0.0000;1.7005e+00;1;41.06808;-70.77058;43.000;32.3730;32.3748;24.9320;24.9337;252.363;251.022;280.94522;281.06793;9.8133;9.8118;1486.69;1486.68;0.318;1.818;75;0.0000e+00
3694;208.086395;153.896;44.349;9.8134;9.8129;-0.0005;3.536496;3.536636;0.000150;3.9458;1.1280;75.4287;0.4810;2.3998;0.0746;1.49;0.0060;2.2512;2.2511;2.7917;2.7916;0.1434;2.0491e-06;1.2050e-04;0.0000;1.7005e+00;1;41.06808;-70.77056;44.000;32.3730;32.3748;24.9328;24.9343;252.098;250.674;280.97357;281.09668;9.8085;9.8080;1486.69;1486.69;0.105;1.852;458;0.0000e+00
4863;208.086960;202.592;45.357;9.8012;9.8002;-0.0011;3.535241;3.535268;0.000006;3.9430;1.1308;75.3731;0.4355;2.1269;0.0004;0.01;0.0060;2.2452;2.2451;2.7785;2.7784;0.1340;-4.881e-06;-2.871e-04;0.0000;1.7005e+00;1;41.06804;-70.77048;45.000;32.3707;32.3719;24.9330;24.9341;251.863;250.127;281.05243;281.17651;9.7962;9.7952;1486.66;1486.65;-0.057;1.935;43;0.0000e+00
