Scan;TimeJ;TimeS;PrDM;T090C;T190C;T2-T190C;C0S/m;C1S/m;C2-C1S/m;V0;CStarAt0;CStarTr0;V1;FlECO-AFL;V2;AltM;V3;V4;Sbeox0V;V5;Sbeox1V;V6;Par;Cpar;V7;Spar;Pumps;Latitude;Longitude;DepSM;Sal00;Sal11;Sigma-é00;Sigma-é11;Sbox0Mm/Kg;Sbox1Mm/Kg;OxsolMm/Kg;OxsatMm/Kg;Potemp090C;Potemp190C;SvCM;SvCM1;Dz/dtM;Gpa;Nbin;Flag
2906;207.748703;121.056;17.134;12.5793;12.6137;0.0345;3.768720;3.772007;0.003389;3.9499;1.1244;75.5077;0.5774;2.9783;1.5039;30.08;3.2147;2.6245;2.6245;3.2464;3.2465;0.1401;1.4336e+02;6.2407e+00;0.0000;2.2972e+03;1;41.03035;-70.87891;17.000;32.2429;32.2447;24.3396;24.3344;285.418;281.098;265.22452;265.14096;12.5770;12.6115;1495.79;1495.91;0.156;0.820;158;0.0000e+00
3038;207.748764;126.550;18.141;12.4236;12.4443;0.0207;3.755363;3.757571;0.002539;3.9967;1.0759;76.4175;0.5539;2.8373;1.4562;29.12;3.0622;2.6021;2.6021;3.2158;3.2158;0.1479;9.9939e+01;4.3528e+00;0.0000;2.2959e+03;1;41.03034;-70.87890;18.000;32.2486;32.2519;24.3738;24.3724;285.545;280.820;266.06848;265.99530;12.4213;12.4420;1495.29;1495.36;0.267;0.855;90;0.0000e+00
3129;207.748810;130.335;19.149;12.2245;12.2332;0.0087;3.738910;3.739833;0.001378;3.9105;1.1649;74.7432;0.8510;4.6202;1.4003;28.01;2.9535;2.6138;2.6138;3.2329;3.2330;0.1338;7.8005e+01;3.4016e+00;0.0000;2.2929e+03;1;41.03035;-70.87888;19.000;32.2619;32.2633;24.4217;24.4212;287.272;282.833;267.14639;267.08682;12.2221;12.2307;1494.64;1494.67;0.260;0.891;93;0.0000e+00
3219;207.748856;134.102;20.157;12.0884;12.0885;0.0001;3.727877;3.728248;0.000454;3.8214;1.2581;73.0115;1.0651;5.9048;1.3486;26.97;2.8504;2.5902;2.5902;3.2001;3.2001;0.1490;6.1166e+01;2.6696e+00;0.0000;2.2914e+03;1;41.03036;-70.87886;20.000;32.2729;32.2764;24.4558;24.4585;282.493;278.030;267.88312;267.83295;12.0858;12.0859;1494.20;1494.21;0.318;0.926;78;0.0000e+00
3281;207.748886;136.682;21.165;12.0035;12.0144;0.0109;3.721112;3.722250;0.001385;3.8550;1.2229;73.6634;1.0996;6.1114;1.3042;26.08;2.7113;2.5516;2.5516;3.1481;3.1480;0.1477;4.5049e+01;1.9664e+00;0.0000;2.2908e+03;1;41.03036;-70.87885;21.000;32.2807;32.2822;24.4777;24.4768;277.209;272.865;268.34396;268.29974;12.0008;12.0117;1493.94;1493.98;0.317;0.961;77;0.0000e+00
3366;207.748932;140.204;22.173;11.8341;11.8390;0.0049;3.707134;3.707760;0.000952;3.9880;1.0846;76.2488;0.7809;4.1992;1.2532;25.06;2.5844;2.5111;2.5111;3.1014;3.1014;0.1477;3.3155e+01;1.4447e+00;0.0000;2.2949e+03;1;41.03036;-70.87884;22.000;32.2919;32.2937;24.5177;24.5182;274.592;271.229;269.27402;269.24173;11.8314;11.8363;1493.38;1493.40;0.402;0.996;60;0.0000e+00
3433;207.748962;143.011;23.181;11.8188;11.8221;0.0034;3.705842;3.706534;0.000731;3.9872;1.0856;76.2322;0.8304;4.4963;1.2036;24.07;2.4283;2.5026;2.5026;3.0944;3.0944;0.1361;2.3331e+01;1.0172e+00;0.0000;2.2935e+03;1;41.03036;-70.87882;23.000;32.2923;32.2960;24.5209;24.5232;274.116;270.465;269.36017;269.32898;11.8159;11.8192;1493.35;1493.36;0.253;1.030;102;0.0000e+00
3515;207.748993;146.421;24.189;11.7926;11.7929;0.0003;3.703727;3.704072;0.000496;4.0102;1.0622;76.6801;0.8563;4.6521;1.1642;23.28;2.3168;2.4892;2.4891;3.0791;3.0791;0.1471;1.7970e+01;7.8292e-01;0.0000;2.2952e+03;1;41.03037;-70.87879;24.000;32.2940;32.2971;24.5271;24.5294;272.536;269.433;269.50427;269.47495;11.7896;11.7899;1493.28;1493.28;0.407;1.064;57;0.0000e+00
3595;207.749039;149.732;25.197;11.7405;11.7434;0.0029;3.699392;3.700000;0.000650;3.9658;1.1074;75.8176;0.8323;4.5078;1.1012;22.02;2.1827;2.4854;2.4854;3.0808;3.0808;0.1475;1.3105e+01;5.7210e-01;0.0000;2.2908e+03;1;41.03038;-70.87878;25.000;32.2968;32.3003;24.5388;24.5410;273.251;270.566;269.79373;269.76813;11.7374;11.7402;1493.12;1493.13;0.269;1.099;87;0.0000e+00
3680;207.749084;153.274;26.205;11.7376;11.7363;-0.0014;3.699206;3.699467;0.000278;3.9505;1.1232;75.5191;0.8755;4.7671;1.0498;21.00;2.0642;2.4892;2.4892;3.0871;3.0871;0.1328;9.9699e+00;4.3477e-01;0.0000;2.2932e+03;1;41.03038;-70.87876;26.000;32.2971;32.3008;24.5396;24.5427;274.197;271.385;269.80945;269.78403;11.7344;11.7330;1493.12;1493.12;0.281;1.133;88;0.0000e+00
3750;207.749115;156.200;27.213;11.7117;11.7118;0.0001;3.697044;3.697411;0.000481;3.9129;1.1621;74.7896;0.9852;5.4249;1.0040;20.08;1.9391;2.4891;2.4891;3.0807;3.0807;0.1471;7.4721e+00;3.2573e-01;0.0000;2.2939e+03;1;41.03038;-70.87875;27.000;32.2982;32.3017;24.5452;24.5479;272.665;268.780;269.95416;269.93063;11.7083;11.7084;1493.05;1493.06;0.394;1.167;60;0.0000e+00
3822;207.749146;159.218;28.221;11.6119;11.6190;0.0070;3.687758;3.688692;0.001305;3.9090;1.1661;74.7138;0.9580;5.2621;0.9462;18.92;1.8216;2.4504;2.4504;3.0187;3.0187;0.1474;5.6668e+00;2.4694e-01;0.0000;2.2949e+03;1;41.03038;-70.87874;28.000;32.2943;32.2973;24.5604;24.5614;264.788;260.722;270.52829;270.51181;11.6085;11.6155;1492.72;1492.74;0.313;1.201;78;0.0000e+00
3887;207.749176;161.936;29.229;11.3713;11.3741;0.0028;3.666115;3.666506;0.000871;4.0441;1.0284;77.3377;0.7413;3.9619;0.8973;17.95;1.6900;2.4085;2.4085;2.9733;2.9733;0.1474;4.1756e+00;1.8186e-01;0.0000;2.2961e+03;1;41.03038;-70.87872;29.000;32.2924;32.2938;24.6024;24.6030;262.356;259.702;271.90744;271.90833;11.3678;11.3706;1491.89;1491.90;0.402;1.235;59;0.0000e+00
3964;207.749207;165.110;30.237;11.3088;11.3060;-0.0028;3.660434;3.660858;0.000468;4.0185;1.0537;76.8412;0.7697;4.1319;0.8372;16.74;1.5747;2.3886;2.3886;2.9564;2.9564;0.1301;3.1620e+00;1.3756e-01;0.0000;2.2987e+03;1;41.03037;-70.87872;30.000;32.2911;32.2977;24.6126;24.6182;261.610;259.581;272.26926;272.27466;11.3051;11.3023;1491.69;1491.69;0.302;1.268;80;0.0000e+00
4025;207.749237;167.654;31.245;11.2698;11.2717;0.0019;3.657318;3.657913;0.000639;4.0364;1.0358;77.1884;0.6794;3.5905;0.7916;15.83;1.4567;2.3847;2.3846;2.9562;2.9562;0.1454;2.4141e+00;1.0496e-01;0.0000;2.3001e+03;1;41.03036;-70.87870;31.000;32.2941;32.2983;24.6220;24.6249;261.986;259.904;272.48761;272.49591;11.2661;11.2679;1491.57;1491.58;0.347;1.302;68;0.0000e+00
4112;207.749283;171.282;32.253;11.2481;11.2496;0.0015;3.655730;3.656173;0.000513;4.0531;1.0188;77.5139;0.7180;3.8222;0.7366;14.73;1.3539;2.3818;2.3817;2.9542;2.9542;0.1469;1.8642e+00;8.0962e-02;0.0000;2.3025e+03;1;41.03036;-70.87869;32.000;32.2972;32.3002;24.6282;24.6303;261.725;260.067;272.60727;272.61722;11.2442;11.2457;1491.52;1491.53;0.360;1.335;67;0.0000e+00
4158;207.749313;173.195;33.261;11.2180;11.2191;0.0012;3.653508;3.653946;0.000514;4.0278;1.0444;77.0226;0.6731;3.5523;0.6923;13.85;1.2500;2.3809;2.3809;2.9550;2.9550;0.1469;1.4585e+00;6.3384e-02;0.0000;2.3011e+03;1;41.03036;-70.87868;33.000;32.3013;32.3046;24.6368;24.6392;262.037;260.239;272.77307;272.78531;11.2140;11.2151;1491.43;1491.44;0.447;1.369;53;0.0000e+00
4241;207.749344;176.648;34.269;11.1976;11.2020;0.0044;3.652089;3.652796;0.000723;4.0306;1.0417;77.0769;0.6857;3.6284;0.6294;12.59;1.1369;2.3793;2.3793;2.9545;2.9544;0.1329;1.0976e+00;4.7754e-02;0.0000;2.2984e+03;1;41.03038;-70.87866;34.000;32.3047;32.3079;24.6431;24.6448;261.701;260.221;272.88388;272.89764;11.1935;11.1979;1491.38;1491.40;0.244;1.402;95;0.0000e+00
4305;207.749374;179.336;35.277;11.1766;11.1762;-0.0004;3.650457;3.650750;0.000356;4.0055;1.0672;76.5875;0.6383;3.3440;0.5899;11.80;1.0352;2.3759;2.3759;2.9499;2.9499;0.1463;8.5516e-01;3.7248e-02;0.0000;2.2958e+03;1;41.03038;-70.87865;35.000;32.3067;32.3099;24.6484;24.6510;261.436;259.603;273.00165;273.01700;11.1724;11.1720;1491.33;1491.33;0.431;1.435;54;0.0000e+00
4375;207.749405;182.266;36.285;11.1579;11.1568;-0.0011;3.648935;3.649195;0.000286;4.0621;1.0098;77.6890;0.6451;3.3846;0.5272;10.54;0.9452;2.3740;2.3740;2.9463;2.9462;0.1470;6.7509e-01;2.9404e-02;0.0000;2.2961e+03;1;41.03038;-70.87864;36.000;32.3077;32.3112;24.6526;24.6555;261.248;259.471;273.10800;273.12476;11.1536;11.1525;1491.28;1491.28;0.365;1.468;66;0.0000e+00
4435;207.749435;184.771;37.293;11.1376;11.1410;0.0034;3.647416;3.647965;0.000589;4.0341;1.0386;77.1435;0.6532;3.4330;0.4771;9.54;0.8360;2.3690;2.3689;2.9372;2.9372;0.1469;5.0955e-01;2.2181e-02;0.0000;2.2972e+03;1;41.03038;-70.87862;37.000;32.3102;32.3126;24.6581;24.6593;260.322;258.284;273.22101;273.23929;11.1331;11.1366;1491.23;1491.24;0.304;1.501;83;0.0000e+00
4515;207.749481;188.101;38.301;11.0840;11.0894;0.0055;3.643091;3.643750;0.000889;4.0702;1.0018;77.8457;0.6560;3.4501;0.4271;8.54;0.7436;2.3586;2.3586;2.9214;2.9214;0.1272;3.9260e-01;1.7071e-02;0.0000;2.3000e+03;1;41.03038;-70.87862;38.000;32.3142;32.3159;24.6707;24.6711;259.018;256.852;273.52414;273.54648;11.0794;11.0849;1491.06;1491.08;0.418;1.534;57;0.0000e+00
4576;207.749512;190.607;39.309;10.9962;10.9998;0.0036;3.635359;3.635987;0.000740;4.0810;0.9910;78.0559;0.6058;3.1488;0.3751;7.50;0.6450;2.3488;2.3488;2.9105;2.9105;0.1435;2.9674e-01;1.2911e-02;0.0000;2.2983e+03;1;41.03038;-70.87861;39.000;32.3147;32.3177;24.6866;24.6883;257.359;255.165;274.03421;274.06311;10.9915;10.9951;1490.77;1490.78;0.314;1.567;82;0.0000e+00
4658;207.749542;194.035;40.317;10.8952;10.9108;0.0155;3.626421;3.627808;0.002198;4.0720;1.0000;77.8815;0.6645;3.5011;0.3262;6.52;0.5635;2.3095;2.3095;2.8494;2.8494;0.1471;2.2949e-01;9.9879e-03;0.0000;2.2977e+03;1;41.03038;-70.87860;40.000;32.3146;32.3147;24.7042;24.7016;250.107;248.054;274.62442;274.66098;10.8905;10.9060;1490.43;1490.48;0.431;1.600;56;0.0000e+00
4761;207.749603;198.346;41.325;10.5990;10.5993;0.0004;3.600588;3.600723;0.000250;4.0764;0.9956;77.9658;0.6281;3.2828;0.2697;5.39;0.4711;2.2848;2.2847;2.8300;2.8299;0.1387;1.6827e-01;7.3134e-03;0.0000;2.3008e+03;1;41.03039;-70.87857;41.000;32.3192;32.3202;24.7591;24.7598;251.533;249.991;276.35825;276.41757;10.5942;10.5946;1489.40;1489.40;0.141;1.638;150;0.0000e+00
4937;207.749680;205.666;42.333;10.5449;10.5486;0.0036;3.595865;3.596479;0.000642;4.0588;1.0132;77.6243;0.6791;3.5886;0.2172;4.34;0.3795;2.2663;2.2662;2.8121;2.8121;0.1467;1.2026e-01;5.2268e-03;0.0000;2.3007e+03;1;41.03039;-70.87855;42.000;32.3194;32.3224;24.7686;24.7702;249.629;248.773;276.67767;276.74118;10.5401;10.5437;1489.22;1489.24;0.142;1.674;172;0.0000e+00
5445;207.749924;226.816;43.341;10.5215;10.5297;0.0083;3.594002;3.595003;0.000994;4.0172;1.0551;76.8166;0.8103;4.3757;0.1578;3.16;0.2800;2.2553;2.2552;2.7967;2.7967;0.1407;7.6125e-02;3.3160e-03;0.0000;2.2962e+03;1;41.03037;-70.87849;43.000;32.3212;32.3239;24.7740;24.7747;248.636;247.290;276.81345;276.87885;10.5165;10.5247;1489.16;1489.19;0.015;1.731;537;0.0000e+00
6254;207.750320;260.555;44.349;10.5008;10.5000;-0.0008;3.592143;3.592399;0.000257;3.9240;1.1618;75.0042;0.8096;4.3716;0.1037;2.07;0.1897;2.2491;2.2491;2.7896;2.7895;0.1388;4.4936e-02;1.9500e-03;0.0000;2.3030e+03;1;41.03038;-70.87840;44.000;32.3205;32.3238;24.7770;24.7797;248.131;247.002;276.93759;277.00455;10.4957;10.4949;1489.10;1489.10;0.013;1.834;538;0.0000e+00
